ko:K14021	hsa:578
ko:K04257	hsa:26595
ko:K14415	hsa:51493
ko:K04257	hsa:390190
ko:K15902	hsa:8270
ko:K09230	hsa:5178
ko:K04257	hsa:440153
ko:K09228	hsa:100129543
ko:K09228	hsa:148103
ko:K09228	hsa:100289678
ko:K09228	hsa:57541
ko:K09228	hsa:284349
ko:K09228	hsa:345462
ko:K09228	hsa:389114
ko:K09228	hsa:54811
ko:K09228	hsa:57232
ko:K09228	hsa:7752
ko:K09228	hsa:197320
ko:K09228	hsa:9831
ko:K09228	hsa:442319
ko:K09228	hsa:168417
ko:K15287	hsa:54733
ko:K15289	hsa:80255
ko:K09228	hsa:79724
ko:K09228	hsa:65243
ko:K09228	hsa:339318
ko:K17694	hsa:3399
ko:K15616	hsa:2138
ko:K15619	hsa:6692
ko:K15622	hsa:4291
ko:K15624	hsa:6756
ko:K15625	hsa:727837
ko:K15630	hsa:390637
ko:K15286	hsa:339665
ko:K15285	hsa:55508
ko:K15284	hsa:728661
ko:K15288	hsa:148641
ko:K15288	hsa:341880
ko:K15287	hsa:222553
ko:K15607	hsa:30012
ko:K15609	hsa:5089
ko:K18932	hsa:84287
ko:K15610	hsa:5090
ko:K15612	hsa:4005
ko:K00710	hsa:100528030
ko:K00287	hsa:200895
ko:K15596	hsa:5129
ko:K15909	hsa:3636
ko:K15603	hsa:6938
ko:K05175	hsa:2557
ko:K05175	hsa:2558
ko:K05175	hsa:2559
ko:K21432	hsa:10811
ko:K24879	hsa:11244
ko:K26585	hsa:114785
ko:K15867	hsa:23237
ko:K00049	hsa:9380
ko:K01409	hsa:55644
ko:K25092	hsa:9667
ko:K15128	hsa:10001
ko:K15129	hsa:112950
ko:K15133	hsa:9440
ko:K15712	hsa:7267
ko:K15720	hsa:55728
ko:K16197	hsa:7534
ko:K08215	hsa:63027
ko:K15275	hsa:10237
ko:K10624	hsa:5930
ko:K15446	hsa:54482
ko:K07583	hsa:150962
ko:K15499	hsa:22870
ko:K15501	hsa:55291
ko:K15502	hsa:23243
ko:K15504	hsa:283373
ko:K15594	hsa:65061
ko:K15432	hsa:79074
ko:K15434	hsa:283742
ko:K15276	hsa:347734
ko:K15277	hsa:51000
ko:K15451	hsa:9836
ko:K15592	hsa:2118
ko:K16794	hsa:5048
ko:K15135	hsa:54797
ko:K15143	hsa:90390
ko:K15146	hsa:29079
ko:K15166	hsa:9439
ko:K15174	hsa:54623
ko:K15493	hsa:50632
ko:K15494	hsa:84152
ko:K15272	hsa:23443
ko:K15272	hsa:10559
ko:K15272	hsa:7355
ko:K15274	hsa:55032
ko:K15273	hsa:113829
ko:K22068	hsa:23479
ko:K08206	hsa:387601
ko:K08206	hsa:387775
ko:K15604	hsa:4066
ko:K15528	hsa:2166
ko:K07305	hsa:22921
ko:K07305	hsa:253827
ko:K07305	hsa:51734
ko:K15297	hsa:9699
ko:K15301	hsa:6814
ko:K13026	hsa:90957
ko:K15212	hsa:9015
ko:K15214	hsa:9013
ko:K15215	hsa:79101
ko:K15216	hsa:54700
ko:K15225	hsa:7270
ko:K15224	hsa:11176
ko:K15414	hsa:708
ko:K15631	hsa:55034
ko:K15839	hsa:26086
ko:K15701	hsa:55819
ko:K15702	hsa:168433
ko:K15703	hsa:11236
ko:K15709	hsa:149603
ko:K15710	hsa:257218
ko:K12171	hsa:153769
ko:K17895	hsa:2625
ko:K12171	hsa:344558
ko:K04615	hsa:9568
ko:K15840	hsa:5173
ko:K16673	hsa:128077
ko:K16675	hsa:79683
ko:K15602	hsa:150696
ko:K16676	hsa:4026
ko:K15605	hsa:51274
ko:K15303	hsa:246181
ko:K15690	hsa:149041
ko:K15690	hsa:54542
ko:K15692	hsa:11342
ko:K15696	hsa:140432
ko:K15719	hsa:10724
ko:K15717	hsa:127281
ko:K15697	hsa:55905
ko:K15698	hsa:55298
ko:K15699	hsa:79845
ko:K15700	hsa:81847
ko:K15705	hsa:220441
ko:K15706	hsa:26001
ko:K15707	hsa:81790
ko:K15708	hsa:285671
ko:K15714	hsa:158506
ko:K15716	hsa:151112
ko:K15262	hsa:56647
ko:K03327	hsa:146802
ko:K03327	hsa:55244
ko:K15683	hsa:152518
ko:K15685	hsa:79872
ko:K15686	hsa:399664
ko:K15686	hsa:51320
ko:K15686	hsa:84206
ko:K15686	hsa:92312
ko:K15693	hsa:79102
ko:K15694	hsa:54894
ko:K15695	hsa:7844
ko:K15376	hsa:10243
ko:K15332	hsa:27037
ko:K15281	hsa:11046
ko:K15281	hsa:23169
ko:K15283	hsa:79939
ko:K05044	hsa:6538
ko:K15336	hsa:1787
ko:K05181	hsa:2561
ko:K05186	hsa:2566
ko:K05186	hsa:2567
ko:K15542	hsa:55339
ko:K15544	hsa:29101
ko:K05048	hsa:54716
ko:K05048	hsa:348932
ko:K05048	hsa:388662
ko:K05048	hsa:28968
ko:K15235	hsa:126119
ko:K15235	hsa:9929
ko:K15837	hsa:29899
ko:K15838	hsa:63940
ko:K15278	hsa:84912
ko:K15279	hsa:55343
ko:K15173	hsa:8458
ko:K15188	hsa:904
ko:K15188	hsa:905
ko:K15194	hsa:2334
ko:K15211	hsa:10302
ko:K15291	hsa:22999
ko:K17725	hsa:23474
ko:K15280	hsa:51006
ko:K15516	hsa:2332
ko:K15516	hsa:8087
ko:K15516	hsa:9513
ko:K17866	hsa:1802
ko:K15865	hsa:54901
ko:K08220	hsa:55640
ko:K04257	hsa:403277
ko:K15901	hsa:51002
ko:K04257	hsa:403278
ko:K04257	hsa:81341
ko:K18341	hsa:23216
ko:K03968	hsa:100532726
ko:K19596	hsa:126520
ko:K18952	hsa:5590
ko:K15978	hsa:26993
ko:K17901	hsa:1827
ko:K12836	hsa:102724594
ko:K12836	hsa:199746
ko:K15980	hsa:28976
ko:K04606	hsa:2913
ko:K25473	hsa:80127
ko:K18443	hsa:8729
ko:K24503	hsa:3431
ko:K25467	hsa:4250
ko:K25468	hsa:284402
ko:K25472	hsa:283726
ko:K16675	hsa:84243
ko:K15985	hsa:5569
ko:K19739	hsa:51063
ko:K26598	hsa:3306
ko:K16522	hsa:9495
ko:K19740	hsa:119395
ko:K18437	hsa:8622
ko:K19738	hsa:255022
ko:K14570	hsa:101929601
ko:K17906	hsa:23130
ko:K17906	hsa:55102
ko:K17918	hsa:29934
ko:K17918	hsa:8724
ko:K23860	hsa:25894
ko:K15979	hsa:27044
ko:K21433	hsa:27063
ko:K00911	hsa:80271
ko:K16068	hsa:53616
ko:K16056	hsa:84876
ko:K16057	hsa:80228
ko:K16064	hsa:10401
ko:K23858	hsa:79156
ko:K16065	hsa:51588
ko:K16069	hsa:11086
ko:K10460	hsa:100526832
ko:K05230	hsa:728358
ko:K06728	hsa:100528032
ko:K13304	hsa:100533105
ko:K04257	hsa:729759
ko:K00799	hsa:653689
ko:K12738	hsa:728945
ko:K12738	hsa:645142
ko:K16072	hsa:23085
ko:K16141	hsa:213
ko:K16142	hsa:3240
ko:K16143	hsa:1401
ko:K16144	hsa:174
ko:K16145	hsa:94025
ko:K26273	hsa:55206
ko:K16151	hsa:3045
ko:K17695	hsa:3400
ko:K20031	hsa:64429
ko:K16059	hsa:6786
ko:K16063	hsa:9063
ko:K20029	hsa:51304
ko:K20029	hsa:55625
ko:K23949	hsa:219285
ko:K23839	hsa:130106
ko:K18932	hsa:254359
ko:K18932	hsa:283576
ko:K24015	hsa:285175
ko:K09448	hsa:8463
ko:K16075	hsa:57380
ko:K04609	hsa:2917
ko:K16067	hsa:4185
ko:K16070	hsa:203102
ko:K24348	hsa:51035
ko:K16071	hsa:8756
ko:K14869	hsa:677848
ko:K14870	hsa:619567
ko:K14869	hsa:677849
ko:K21999	hsa:3640
ko:K16058	hsa:93129
ko:K13293	hsa:5141
ko:K13293	hsa:5142
ko:K16060	hsa:329
ko:K16060	hsa:330
ko:K16061	hsa:79444
ko:K16062	hsa:6366
ko:K21440	hsa:57182
ko:K17095	hsa:310
ko:K01116	hsa:5335
ko:K21438	hsa:200539
ko:K01557	hsa:81889
ko:K18932	hsa:340481
ko:K16307	hsa:9578
ko:K23859	hsa:57480
ko:K16219	hsa:28989
ko:K16449	hsa:8786
ko:K16476	hsa:51199
ko:K16495	hsa:56110
ko:K16498	hsa:27328
ko:K16613	hsa:4947
ko:K16612	hsa:51361
ko:K16614	hsa:51686
ko:K16620	hsa:654
ko:K16621	hsa:655
ko:K16523	hsa:9472
ko:K16524	hsa:9465
ko:K16525	hsa:10270
ko:K16526	hsa:11216
ko:K16367	hsa:1907
ko:K16512	hsa:57096
ko:K16518	hsa:8165
ko:K16585	hsa:55142
ko:K16595	hsa:6357
ko:K16596	hsa:6355
ko:K16527	hsa:11215
ko:K16528	hsa:9590
ko:K16604	hsa:158135
ko:K16603	hsa:164395
ko:K16608	hsa:26140
ko:K25465	hsa:147199
ko:K16602	hsa:23093
ko:K16609	hsa:23170
ko:K16599	hsa:25809
ko:K16605	hsa:25941
ko:K16606	hsa:54839
ko:K16600	hsa:83887
ko:K16611	hsa:29911
ko:K16617	hsa:1305
ko:K16618	hsa:353497
ko:K23837	hsa:10518
ko:K06709	hsa:390245
ko:K11459	hsa:100532731
ko:K11546	hsa:100527963
ko:K10846	hsa:100533467
ko:K04257	hsa:121129
ko:K04257	hsa:26693
ko:K04257	hsa:81466
ko:K16333	hsa:200186
ko:K16339	hsa:117145
ko:K16342	hsa:123745
ko:K16342	hsa:5321
ko:K16343	hsa:8398
ko:K16198	hsa:7533
ko:K16493	hsa:56134
ko:K16493	hsa:56136
ko:K16493	hsa:56137
ko:K16493	hsa:56138
ko:K16493	hsa:56139
ko:K16493	hsa:56140
ko:K16493	hsa:56141
ko:K16493	hsa:56145
ko:K16493	hsa:9752
ko:K16494	hsa:26167
ko:K16494	hsa:29930
ko:K16494	hsa:56121
ko:K16494	hsa:56122
ko:K16494	hsa:56123
ko:K16494	hsa:56124
ko:K16529	hsa:11214
ko:K16530	hsa:158798
ko:K24397	hsa:267012
ko:K23841	hsa:119467
ko:K23841	hsa:645104
ko:K23841	hsa:7401
ko:K16336	hsa:6383
ko:K16337	hsa:9672
ko:K16494	hsa:56125
ko:K16494	hsa:56126
ko:K16494	hsa:56127
ko:K16494	hsa:56128
ko:K16494	hsa:56129
ko:K16494	hsa:56130
ko:K16494	hsa:56131
ko:K16494	hsa:56132
ko:K16494	hsa:56133
ko:K16495	hsa:26025
ko:K16499	hsa:57575
ko:K16495	hsa:56105
ko:K16495	hsa:56106
ko:K16495	hsa:56107
ko:K16495	hsa:56108
ko:K16495	hsa:56109
ko:K16499	hsa:57526
ko:K16499	hsa:27253
ko:K16499	hsa:5100
ko:K16184	hsa:84335
ko:K16332	hsa:5934
ko:K16459	hsa:153241
ko:K16499	hsa:51294
ko:K16503	hsa:222256
ko:K16597	hsa:6356
ko:K16598	hsa:10850
ko:K16622	hsa:656
ko:K16354	hsa:57622
ko:K16356	hsa:79414
ko:K16362	hsa:23769
ko:K16362	hsa:23768
ko:K16362	hsa:23767
ko:K16496	hsa:56103
ko:K16496	hsa:56101
ko:K16496	hsa:8641
ko:K16497	hsa:56098
ko:K16498	hsa:5097
ko:K16498	hsa:5099
ko:K16531	hsa:585
ko:K16312	hsa:83931
ko:K16498	hsa:64881
ko:K16499	hsa:54510
ko:K16532	hsa:55722
ko:K16540	hsa:22994
ko:K16537	hsa:5108
ko:K16539	hsa:55857
ko:K16542	hsa:55755
ko:K16583	hsa:79739
ko:K16588	hsa:23354
ko:K16594	hsa:55282
ko:K16174	hsa:28973
ko:K16175	hsa:23513
ko:K16220	hsa:10456
ko:K16501	hsa:92211
ko:K16502	hsa:54825
ko:K16504	hsa:389118
ko:K16505	hsa:53841
ko:K16513	hsa:9722
ko:K16608	hsa:164714
ko:K16607	hsa:84276
ko:K16601	hsa:9654
ko:K16185	hsa:10670
ko:K16185	hsa:10325
ko:K16622	hsa:353500
ko:K16186	hsa:64121
ko:K16186	hsa:58528
ko:K25185	hsa:388630
ko:K16449	hsa:10287
ko:K16449	hsa:26575
ko:K16449	hsa:431704
ko:K16449	hsa:5996
ko:K16449	hsa:5999
ko:K16449	hsa:6000
ko:K16449	hsa:6001
ko:K16449	hsa:6002
ko:K16449	hsa:6003
ko:K16449	hsa:6004
ko:K16449	hsa:64407
ko:K16449	hsa:8601
ko:K16449	hsa:85397
ko:K16449	hsa:9628
ko:K16449	hsa:8490
ko:K16456	hsa:55165
ko:K16457	hsa:79959
ko:K16479	hsa:4957
ko:K16480	hsa:8481
ko:K16493	hsa:56143
ko:K16493	hsa:56144
ko:K16493	hsa:56146
ko:K16495	hsa:56111
ko:K16495	hsa:56113
ko:K16495	hsa:56114
ko:K16495	hsa:9708
ko:K16495	hsa:56112
ko:K16496	hsa:56099
ko:K16460	hsa:145508
ko:K16461	hsa:9662
ko:K16462	hsa:22897
ko:K16463	hsa:9859
ko:K16464	hsa:11190
ko:K16465	hsa:1068
ko:K16466	hsa:1070
ko:K16496	hsa:56100
ko:K16496	hsa:56102
ko:K16496	hsa:56104
ko:K16497	hsa:5098
ko:K16497	hsa:56097
ko:K16498	hsa:5101
ko:K16498	hsa:83259
ko:K16550	hsa:23322
ko:K16570	hsa:10426
ko:K16574	hsa:653784
ko:K16574	hsa:80097
ko:K16451	hsa:7076
ko:K16549	hsa:9659
ko:K16547	hsa:121441
ko:K16536	hsa:84376
ko:K16546	hsa:11116
ko:K16541	hsa:64770
ko:K16538	hsa:10464
ko:K16535	hsa:123811
ko:K16545	hsa:23259
ko:K16534	hsa:27185
ko:K16548	hsa:4946
ko:K16551	hsa:10142
ko:K16569	hsa:10844
ko:K16571	hsa:27229
ko:K16572	hsa:114791
ko:K16573	hsa:85378
ko:K16575	hsa:10121
ko:K16576	hsa:55860
ko:K16579	hsa:1641
ko:K16578	hsa:23122
ko:K16578	hsa:23332
ko:K16467	hsa:54875
ko:K16468	hsa:116840
ko:K16469	hsa:9696
ko:K16470	hsa:22873
ko:K16470	hsa:199221
ko:K16477	hsa:22981
ko:K16471	hsa:85302
ko:K16475	hsa:85444
ko:K16473	hsa:90410
ko:K16342	hsa:8681
ko:K16357	hsa:78999
ko:K16500	hsa:65217
ko:K16488	hsa:10806
ko:K16483	hsa:134359
ko:K16490	hsa:152185
ko:K16487	hsa:163786
ko:K16482	hsa:25886
ko:K16455	hsa:95681
ko:K16302	hsa:26507
ko:K16302	hsa:26505
ko:K16302	hsa:54805
ko:K16484	hsa:25914
ko:K16482	hsa:282809
ko:K16481	hsa:5116
ko:K16491	hsa:57519
ko:K16492	hsa:60385
ko:K16458	hsa:9731
ko:K16310	hsa:167359
ko:K16311	hsa:23235
ko:K00326	hsa:51167
ko:K16313	hsa:203447
ko:K16472	hsa:219844
ko:K16355	hsa:57497
ko:K16358	hsa:145581
ko:K16351	hsa:64101
ko:K16359	hsa:84628
ko:K16360	hsa:94030
ko:K16361	hsa:56253
ko:K16364	hsa:342035
ko:K16365	hsa:6449
ko:K16478	hsa:261734
ko:K16510	hsa:8986
ko:K16506	hsa:120114
ko:K16506	hsa:2195
ko:K16506	hsa:2196
ko:K16353	hsa:221935
ko:K21434	hsa:26287
ko:K16474	hsa:8100
ko:K16507	hsa:8642
ko:K16533	hsa:80184
ko:K21437	hsa:124930
ko:K16507	hsa:54798
ko:K16580	hsa:122060
ko:K16580	hsa:57606
ko:K16582	hsa:284076
ko:K16581	hsa:91978
ko:K16584	hsa:115106
ko:K16519	hsa:445815
ko:K16519	hsa:5064
ko:K16519	hsa:54873
ko:K16586	hsa:79441
ko:K16587	hsa:54930
ko:K16589	hsa:54801
ko:K16590	hsa:55559
ko:K16591	hsa:93323
ko:K16366	hsa:1906
ko:K16520	hsa:10566
ko:K16521	hsa:8852
ko:K07895	hsa:150786
ko:K16302	hsa:26504
ko:K16489	hsa:9814
ko:K17065	hsa:10059
ko:K16452	hsa:80212
ko:K16453	hsa:9738
ko:K16454	hsa:126731
ko:K23861	hsa:55200
ko:K24191	hsa:60675
ko:K23838	hsa:117286
ko:K26117	hsa:90381
ko:K16295	hsa:220002
ko:K12462	hsa:398
ko:K15620	hsa:55204
ko:K00907	hsa:340156
ko:K16272	hsa:84282
ko:K16271	hsa:51132
ko:K16273	hsa:84133
ko:K16289	hsa:255239
ko:K21441	hsa:79998
ko:K21442	hsa:129138
ko:K16197	hsa:7529
ko:K16197	hsa:10971
ko:K16198	hsa:7532
ko:K16194	hsa:27102
ko:K16195	hsa:5610
ko:K16307	hsa:55561
ko:K16308	hsa:11113
ko:K08835	hsa:27347
ko:K16288	hsa:25778
ko:K10635	hsa:54778
ko:K16315	hsa:83903
ko:K16316	hsa:56164
ko:K08826	hsa:147746
ko:K19614	hsa:5176
ko:K16309	hsa:84930
ko:K16334	hsa:64784
ko:K16340	hsa:23239
ko:K16340	hsa:23035
ko:K16341	hsa:10018
ko:K16342	hsa:100137049
ko:K16342	hsa:8605
ko:K16342	hsa:283748
ko:K16342	hsa:255189
ko:K16344	hsa:10542
ko:K13348	hsa:84769
ko:K19513	hsa:23274
ko:K16641	hsa:3068
ko:K16643	hsa:5270
ko:K16646	hsa:308
ko:K02864	hsa:124995
ko:K02888	hsa:219927
ko:K02881	hsa:29074
ko:K16761	hsa:80817
ko:K16762	hsa:9702
ko:K16762	hsa:285753
ko:K16763	hsa:80254
ko:K16764	hsa:23177
ko:K16766	hsa:64793
ko:K16766	hsa:387119
ko:K16765	hsa:84131
ko:K16773	hsa:118611
ko:K16807	hsa:79649
ko:K16832	hsa:4739
ko:K16830	hsa:54998
ko:K16628	hsa:1294
ko:K16629	hsa:81578
ko:K16630	hsa:169044
ko:K06237	hsa:1285
ko:K04741	hsa:100506742
ko:K02876	hsa:29088
ko:K16768	hsa:9857
ko:K16770	hsa:11064
ko:K16772	hsa:84140
ko:K16795	hsa:5049
ko:K16795	hsa:5050
ko:K16774	hsa:9657
ko:K16777	hsa:84461
ko:K16769	hsa:150468
ko:K16778	hsa:10630
ko:K16780	hsa:8636
ko:K16797	hsa:2735
ko:K16802	hsa:80321
ko:K16656	hsa:30010
ko:K09851	hsa:83937
ko:K09856	hsa:644943
ko:K16790	hsa:4090
ko:K16804	hsa:9787
ko:K16808	hsa:4926
ko:K16812	hsa:22974
ko:K16810	hsa:55171
ko:K02887	hsa:55052
ko:K16811	hsa:84260
ko:K16819	hsa:154796
ko:K16820	hsa:25937
ko:K02879	hsa:63875
ko:K02867	hsa:65003
ko:K16821	hsa:79981
ko:K16817	hsa:11145
ko:K17338	hsa:221035
ko:K17338	hsa:51308
ko:K17338	hsa:65055
ko:K17338	hsa:80346
ko:K16687	hsa:10413
ko:K02863	hsa:65008
ko:K02884	hsa:9801
ko:K16627	hsa:6649
ko:K16737	hsa:22891
ko:K16742	hsa:23568
ko:K16743	hsa:259266
ko:K16740	hsa:54806
ko:K06499	hsa:388551
ko:K06499	hsa:729767
ko:K16827	hsa:128646
ko:K19600	hsa:7289
ko:K16739	hsa:81565
ko:K16744	hsa:27077
ko:K16745	hsa:80776
ko:K16631	hsa:283
ko:K16633	hsa:122651
ko:K16634	hsa:6050
ko:K16746	hsa:582
ko:K16747	hsa:583
ko:K16749	hsa:55212
ko:K16641	hsa:154150
ko:K02967	hsa:51116
ko:K02961	hsa:51373
ko:K02970	hsa:54460
ko:K02988	hsa:64969
ko:K02906	hsa:11222
ko:K16750	hsa:282991
ko:K16824	hsa:9103
ko:K06499	hsa:125931
ko:K16825	hsa:56971
ko:K14825	hsa:50999
ko:K16642	hsa:5764
ko:K01081	hsa:100526794
ko:K01934	hsa:100528021
ko:K11845	hsa:100287327
ko:K09052	hsa:1390
ko:K09067	hsa:647219
ko:K09228	hsa:100287226
ko:K16826	hsa:284759
ko:K16833	hsa:5504
ko:K16775	hsa:10198
ko:K16776	hsa:89796
ko:K16779	hsa:117177
ko:K16632	hsa:6038
ko:K09228	hsa:342892
ko:K09228	hsa:100289635
ko:K09228	hsa:100529215
ko:K09228	hsa:101060200
ko:K09228	hsa:148206
ko:K09228	hsa:163223
ko:K09228	hsa:170960
ko:K09228	hsa:199704
ko:K09228	hsa:285267
ko:K09228	hsa:388561
ko:K09228	hsa:51427
ko:K09228	hsa:55769
ko:K09228	hsa:57711
ko:K09228	hsa:730051
ko:K09228	hsa:730291
ko:K09228	hsa:91664
ko:K09229	hsa:23619
ko:K09229	hsa:7627
ko:K09230	hsa:54993
ko:K09230	hsa:64288
ko:K09230	hsa:7727
ko:K12870	hsa:100534599
ko:K13212	hsa:100996928
ko:K02947	hsa:100529239
ko:K02929	hsa:100529097
ko:K14396	hsa:100529063
ko:K14570	hsa:81691
ko:K14801	hsa:5134
ko:K14837	hsa:23029
ko:K12019	hsa:642612
ko:K10266	hsa:374286
ko:K10523	hsa:339745
ko:K15124	hsa:153328
ko:K06172	hsa:83464
ko:K05438	hsa:1443
ko:K04703	hsa:399473
ko:K07478	hsa:56897
ko:K07050	hsa:100885850
ko:K09228	hsa:388567
ko:K04251	hsa:101060233
ko:K08474	hsa:259293
ko:K06559	hsa:100526664
ko:K10067	hsa:729238
ko:K12193	hsa:100526767
ko:K12491	hsa:116988
ko:K12391	hsa:8906
ko:K07604	hsa:100653049
ko:K13913	hsa:3347
ko:K16779	hsa:5866
ko:K16781	hsa:123016
ko:K16815	hsa:50640
ko:K16823	hsa:7159
ko:K16813	hsa:285848
ko:K16814	hsa:150379
ko:K16729	hsa:26973
ko:K16728	hsa:22995
ko:K16719	hsa:55683
ko:K02902	hsa:10573
ko:K19598	hsa:9466
ko:K16725	hsa:55125
ko:K16724	hsa:6491
ko:K02886	hsa:51069
ko:K02899	hsa:51264
ko:K09854	hsa:166824
ko:K11993	hsa:641372
ko:K02878	hsa:54948
ko:K02892	hsa:6150
ko:K22615	hsa:84166
ko:K18660	hsa:197322
ko:K02913	hsa:9553
ko:K02939	hsa:65005
ko:K02874	hsa:64928
ko:K16755	hsa:729440
ko:K16752	hsa:80071
ko:K16753	hsa:91057
ko:K16756	hsa:92558
ko:K16751	hsa:26005
ko:K16756	hsa:146439
ko:K16759	hsa:92922
ko:K16831	hsa:79866
ko:K16791	hsa:4093
ko:K16741	hsa:7840
ko:K16748	hsa:129880
ko:K16758	hsa:11007
ko:K16760	hsa:54535
ko:K16757	hsa:84318
ko:K16767	hsa:201134
ko:K16769	hsa:26586
ko:K16771	hsa:79848
ko:K16800	hsa:79000
ko:K16801	hsa:84984
ko:K17458	hsa:84988
ko:K06768	hsa:57453
ko:K01062	hsa:7941
ko:K16803	hsa:9793
ko:K01062	hsa:5051
ko:K16809	hsa:22832
ko:K16805	hsa:81610
ko:K16806	hsa:55700
ko:K16816	hsa:57104
ko:K16822	hsa:122786
ko:K24396	hsa:405754
ko:K02219	hsa:1164
ko:K16682	hsa:84962
ko:K23604	hsa:646424
ko:K16735	hsa:26548
ko:K19529	hsa:10388
ko:K17804	hsa:10469
ko:K17805	hsa:51025
ko:K16717	hsa:79598
ko:K16733	hsa:29127
ko:K17785	hsa:10989
ko:K17820	hsa:56919
ko:K09855	hsa:11228
ko:K16682	hsa:126374
ko:K16686	hsa:60485
ko:K14869	hsa:677850
ko:K17800	hsa:3954
ko:K02890	hsa:29093
ko:K02926	hsa:51073
ko:K02907	hsa:51263
ko:K16669	hsa:79633
ko:K16663	hsa:146894
ko:K16664	hsa:51705
ko:K16665	hsa:347730
ko:K16666	hsa:4974
ko:K16668	hsa:126259
ko:K16655	hsa:8190
ko:K02895	hsa:79590
ko:K16658	hsa:11248
ko:K16659	hsa:65078
ko:K16660	hsa:146760
ko:K16661	hsa:349667
ko:K09856	hsa:9182
ko:K16662	hsa:10076
ko:K02959	hsa:51021
ko:K25436	hsa:10849
ko:K10091	hsa:3960
ko:K05665	hsa:4363
ko:K02963	hsa:51023
ko:K02992	hsa:51081
ko:K02946	hsa:55173
ko:K02963	hsa:55168
ko:K02950	hsa:6183
ko:K16681	hsa:286204
ko:K16681	hsa:23418
ko:K16684	hsa:4771
ko:K02954	hsa:63931
ko:K02956	hsa:64960
ko:K02948	hsa:64963
ko:K02996	hsa:64965
ko:K02990	hsa:64968
ko:K25377	hsa:254240
ko:K02916	hsa:51318
ko:K02935	hsa:6182
ko:K16726	hsa:26057
ko:K02919	hsa:64979
ko:K02914	hsa:64981
ko:K16726	hsa:404734
ko:K16726	hsa:54882
ko:K16727	hsa:9639
ko:K16727	hsa:55160
ko:K16731	hsa:2800
ko:K16734	hsa:29901
ko:K16732	hsa:9055
ko:K02911	hsa:64983
ko:K10251	hsa:51144
ko:K17776	hsa:345778
ko:K17776	hsa:4580
ko:K16657	hsa:11249
ko:K09216	hsa:728361
ko:K16671	hsa:56917
ko:K16674	hsa:24147
ko:K17199	hsa:158158
ko:K17198	hsa:79785
ko:K16892	hsa:378807
ko:K16904	hsa:79077
ko:K16943	hsa:5414
ko:K16910	hsa:374462
ko:K04119	hsa:8644
ko:K16976	hsa:494324
ko:K17031	hsa:442920
ko:K18494	hsa:83852
ko:K17046	hsa:7913
ko:K16942	hsa:4735
ko:K16835	hsa:1071
ko:K01084	hsa:92579
ko:K18201	hsa:123688
ko:K26157	hsa:124602
ko:K16864	hsa:406902
ko:K16941	hsa:346288
ko:K04603	hsa:2911
ko:K17007	hsa:574032
ko:K17092	hsa:302
ko:K17089	hsa:306
ko:K16978	hsa:406913
ko:K16979	hsa:407000
ko:K16979	hsa:407001
ko:K16989	hsa:406895
ko:K16852	hsa:114836
ko:K16990	hsa:574456
ko:K16992	hsa:494336
ko:K16994	hsa:406911
ko:K16994	hsa:406912
ko:K16995	hsa:407021
ko:K16996	hsa:407024
ko:K16996	hsa:407025
ko:K16997	hsa:407026
ko:K17003	hsa:406953
ko:K17005	hsa:406979
ko:K17008	hsa:407048
ko:K17008	hsa:407049
ko:K17010	hsa:407006
ko:K17015	hsa:406983
ko:K17016	hsa:406984
ko:K17018	hsa:406933
ko:K17021	hsa:406919
ko:K17026	hsa:406955
ko:K17026	hsa:406956
ko:K17027	hsa:406957
ko:K17028	hsa:574457
ko:K17029	hsa:406971
ko:K17042	hsa:407009
ko:K17002	hsa:406952
ko:K17004	hsa:574033
ko:K19465	hsa:92667
ko:K17045	hsa:79366
ko:K17043	hsa:55510
ko:K17047	hsa:401409
ko:K17044	hsa:115992
ko:K14865	hsa:85391
ko:K14865	hsa:85389
ko:K17091	hsa:301
ko:K16888	hsa:353174
ko:K16891	hsa:347732
ko:K16836	hsa:9623
ko:K14483	hsa:780851
ko:K14483	hsa:780853
ko:K14865	hsa:85388
ko:K14865	hsa:85390
ko:K23682	hsa:432355
ko:K22191	hsa:245802
ko:K24839	hsa:115811
ko:K16848	hsa:8826
ko:K16931	hsa:6770
ko:K16940	hsa:151011
ko:K16974	hsa:406937
ko:K16975	hsa:406986
ko:K16977	hsa:407046
ko:K16977	hsa:407047
ko:K16977	hsa:407051
ko:K17399	hsa:1789
ko:K16980	hsa:406881
ko:K16980	hsa:406882
ko:K16980	hsa:406883
ko:K16980	hsa:406884
ko:K16980	hsa:406886
ko:K16980	hsa:406887
ko:K16980	hsa:406888
ko:K16980	hsa:406889
ko:K16980	hsa:406890
ko:K16986	hsa:406948
ko:K16987	hsa:406949
ko:K14866	hsa:595098
ko:K14866	hsa:595099
ko:K14866	hsa:595100
ko:K16991	hsa:574506
ko:K17000	hsa:442918
ko:K16998	hsa:442916
ko:K16998	hsa:100616185
ko:K17001	hsa:407008
ko:K17022	hsa:406934
ko:K17023	hsa:406935
ko:K17024	hsa:406942
ko:K17025	hsa:406954
ko:K17025	hsa:406995
ko:K17039	hsa:407036
ko:K17040	hsa:407031
ko:K17040	hsa:407032
ko:K16980	hsa:406891
ko:K17709	hsa:1555
ko:K16932	hsa:339
ko:K27135	hsa:100033420
ko:K27135	hsa:100033432
ko:K24426	hsa:79912
ko:K25805	hsa:56929
