MicrobeID,Phylum,Kingdom,Host,Oxygen Requirement
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH4,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH5,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH6,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH7,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH8,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH9,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_KpQ3,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_LZ,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_ST258_490,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_ST258_K26BO,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_ST258_K28BO,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_ST512_K30BO,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_WGLW1,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_WGLW2,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_pneumoniae_WGLW5,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_13884,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC_52,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC01,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC04,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC05,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC09,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC22,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC23,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC24,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC26,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC27,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC29,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC32,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC40,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC45,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC48,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC57,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_UHKPC81,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC252,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC254,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC269,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC270,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC276,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC278,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC280,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC297,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_pneumoniae_VAKPC309,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_quasipneumoniae_700603,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_sp_1_1_55,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_sp_4_1_44FAA,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_sp_M5al,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_sp_MS_92_3,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_sp_OBRC7,Proteobacteria,Bacteria,Human,Facultative anaerobe
Klebsiella_variicola_KV321_ZB100000,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kluyvera_ascorbata_ATCC_33433,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kluyvera_cryocrescens_L2,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kluyvera_cryocrescens_NBRC_102467,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kluyvera_georgiana_ATCC_51603,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kluyvera_intermedia_FOSA7093,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kluyvera_intermedia_NBRC_102594_ATCC_33110,Proteobacteria,Bacteria,Human,Facultative anaerobe
Kocuria_palustris_CD07_3,Actinobacteria,Bacteria,Human,Aerobe
Kocuria_palustris_PEL,Actinobacteria,Bacteria,Human,Aerobe
Kocuria_rhizophila_DC2201,Actinobacteria,Bacteria,Human,Aerobe
Kocuria_rhizophila_P7_4,Actinobacteria,Bacteria,Human,Aerobe
Kosakonia_sacchari_SP1,Proteobacteria,Bacteria,Human,Aerobe
Kurthia_massiliensis_JC30,Firmicutes,Bacteria,Human,Obligate aerobe
Kurthia_senegalensis_JC8E,Firmicutes,Bacteria,Human,Obligate aerobe
Kytococcus_sedentarius_1083_KSED,Actinobacteria,Bacteria,Human,Obligate aerobe
Kytococcus_sedentarius_262_KSED,Actinobacteria,Bacteria,Human,Obligate aerobe
Kytococcus_sedentarius_DSM_20547,Actinobacteria,Bacteria,Human,Obligate aerobe
Lachnoanaerobaculum_orale_DSM_24553,Firmicutes,Bacteria,Human,Anaerobe
Lachnoanaerobaculum_saburreum_DNF00896,Firmicutes,Bacteria,Human,Anaerobe
Lachnoanaerobaculum_saburreum_DSM_3986,Firmicutes,Bacteria,Human,Anaerobe
Lachnoanaerobaculum_saburreum_F0468,Firmicutes,Bacteria,Human,Anaerobe
Lachnobacterium_bovis_AE2004,Firmicutes,Bacteria,Human,Anaerobe
Lachnobacterium_bovis_C6A12,Firmicutes,Bacteria,Mouse,Anaerobe
Lachnobacterium_bovis_DSM_14045,Firmicutes,Bacteria,Mouse,Anaerobe
Lachnobacterium_bovis_NK4B19,Firmicutes,Bacteria,Mouse,Anaerobe
Lachnobacterium_bovis_S1b,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022273,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022276,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022305,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022387,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022388,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022392,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022405,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022430,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1022434,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1203939,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1203968,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1204033,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR1204062,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR171262,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR171273,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR171281,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2221145,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2221158,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2221159,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230065,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230076,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230092,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230109,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230115,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230132,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_nov_ERR2230151,Firmicutes,Bacteria,Human,Anaerobe
Lachnoclostridium_sp_YL32,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_multipara_ATCC_19207,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_multipara_D15d,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_multipara_LB2003,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_multipara_MC2003,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_nov_ERR1022391,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_nov_ERR1022394,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_nov_ERR1203977,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_nov_ERR1204071,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_pectinoschiza_ERR1022352,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_pectinoschiza_ERR1022401,Firmicutes,Bacteria,Human,Anaerobe
Lachnospira_pectinoschiza_M83,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_1_1_57FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_1_4_56FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_2_1_46FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_2_1_58FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_3_1_46FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_3_1_57FAA_CT1,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_5_1_57FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_6_1_63FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_7_1_58FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_9_1_43BFAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_oral_taxon_082_str_F0431,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_sp_5_1_63FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_bacterium_sp_8_1_57FAA,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022272,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022274,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022277,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022289,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022303,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022308,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022341,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022342,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022343,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022351,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022353,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022380,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022381,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022386,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022389,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022390,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022398,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022402,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022429,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022431,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022433,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022436,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022478,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022480,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1022481,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1203950,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1203952,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1203964,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1203967,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1203970,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1203972,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1204044,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1204046,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1204058,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1204061,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1204064,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR1204066,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR171267,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR171274,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR171283,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221097,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221111,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221148,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221151,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221161,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221181,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221183,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221187,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221212,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221263,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221266,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221278,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221285,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221344,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221369,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2221389,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230050,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230056,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230057,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230058,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230083,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230113,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230114,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230144,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_nov_ERR2230148,Firmicutes,Bacteria,Human,Anaerobe
Lachnospiraceae_oral_taxon_107_str_F0167,Firmicutes,Bacteria,Human,Anaerobe
Lactobacillus_acidipiscis_ACA_DC_1533,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_acidipiscis_DSM_15836,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_acidipiscis_KCTC_13900,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_acidophilus_ATCC_4796,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_acidophilus_La_14,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_acidophilus_NCFM,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_agilis_DSM_20509,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_agilis_UMNLA4,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_algidus_CMTALT10,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_algidus_DSM_15638,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_amylolyticus_DSM_11664,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_amylovorus_30SC,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_amylovorus_GRL_1112,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_amylovorus_GRL1118,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_animalis_ERR2221125,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_animalis_ERR2221280,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_animalis_ERR2221327,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_animalis_KCTC_3501,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_animalis_NP51,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_antri_DSM_16041,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_apis_LMG_26964,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_apodemi_DSM_16634_JCM_16172,Firmicutes,Bacteria,Mouse,Microaerophile
Lactobacillus_brevis_ATCC_367,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_brevis_DSM_20054,Firmicutes,Bacteria,Human,
Lactobacillus_brevis_KB290,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_buchneri_ATCC_11577,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_buchneri_CD034,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_buchneri_NRRL_B_30929,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_camelliae_DSM_22697_JCM_13995,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_casei_12A,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_21_1,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_A2_362,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_ATCC_334,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_casei_casei_BL23,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_ERR2221237,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_ERR2221291,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_ERR2221303,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_ERR2221304,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_ERR2221325,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_UW4,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_casei_W56,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_coleohominis_101_4_CHN,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_coryniformis_subsp_coryniformis_KCTC_3167,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_crispatus_125_2_CHN,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_214_1,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_CTV_05,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_FB049_03,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_FB077_07,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_JV_V01,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_MV_1A_US,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_MV_3A_US,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_crispatus_ST1,Firmicutes,Bacteria,Human,Facultative
Lactobacillus_curvatus_CRL_705,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_curvatus_ERR2221163,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_curvatus_JCM_1096_DSM_20019,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_delbrueckii_subsp_bulgaricus_2038,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1519,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1632,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_bulgaricus_ND02,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_delbrueckii_DSM_20074,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_delbrueckii_subsp_lactis_DSM_20072,Firmicutes,Bacteria,Human,
Lactobacillus_delbrueckii_ZN7a_9,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_dextrinicus_DSM_20335,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_equicursoris_66c,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_equicursoris_DSM_19284,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_farciminis_KCTC_3681_DSM_20184,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_fermentum_28_3_CHN,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_fermentum_ATCC_14931,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_fermentum_CECT_5716,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_fermentum_F_6,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_fermentum_IFO_3956,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_florum_2F,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_fructivorans_KCTC_3543_DSM_20203,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_frumenti_DSM_13145,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_202_4,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_224_1,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_ATCC_33323,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_CECT_5714,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_ERR1203930,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_ERR1204024,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_ERR2221164,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_ERR2221406,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_JV_V03,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_gasseri_K7,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_gasseri_MV_22,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_SJ_9E_US,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gasseri_SV_16A_US,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_gastricus_PS3,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_helveticus_DPC_4571,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_helveticus_DSM_20075,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_helveticus_H10,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_helveticus_R0052,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_hilgardii_ATCC_8290,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_iners_7_1_47FAA,Firmicutes,Bacteria,Human,
Lactobacillus_iners_AB_1,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_ATCC_55195,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_DSM_13335,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LactinV_03V1_b,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LactinV_09V1_c,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LactinV_11V1_d,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LEAF_2052A_d,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LEAF_2053A_b,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LEAF_2062A_h1,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_LEAF_3008A_a,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_SPIN_1401G,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_SPIN_2503V10_D,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_UPII_143_D,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_iners_UPII_60_B,Firmicutes,Bacteria,Human,Facultative anaerobe
Lactobacillus_ingluviei_str_Autruche_4,Firmicutes,Bacteria,Human,Microaerophile
Lactobacillus_intestinalis_ERR2221123,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_jensenii_115_3_CHN,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_jensenii_1153,Firmicutes,Bacteria,Human,Aerobe
Lactobacillus_jensenii_269_3,Firmicutes,Bacteria,Human,Aerobe
