reaction_id,reaction_equation,diphosphate_test,loop_test,dilution_test,dead_end_test,pathway,duplicate_test,kegg_group
GLUNpp,L-Glutamine [p] + H2O H2O [p] --> L-Glutamate [p] + Ammonium [p],ok,ok,ok,bad,20,ok,Amino acids
GLUNpp,L-Glutamine [p] + H2O H2O [p] --> L-Glutamate [p] + Ammonium [p],ok,ok,ok,bad,20,ok,Other amino acids
G6Ptex,D-Glucose 6-phosphate [e] <=> D-Glucose 6-phosphate [p],ok,ok,ok,bad,70,ok,Not in KEGG
NTD12,DIMP C10H12N4O7P [c] + H2O H2O [c] --> Deoxyinosine [c] + Phosphate [c],ok,ok,ok,ok,0,ok,Nucleotides
NTD12,DIMP C10H12N4O7P [c] + H2O H2O [c] --> Deoxyinosine [c] + Phosphate [c],ok,ok,ok,ok,0,ok,Cofactors
TUNGSabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Tungstate [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + Tungstate [c],ok,ok,ok,bad,2,ok,Not in KEGG
"NAtex",Sodium [e] <=> Sodium [p],ok,ok,ok,ok,0,ok,Not in KEGG
MOBDabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Molybdate [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Molybdate [c] + Phosphate [c],ok,ok,bad,ok,2,ok,Energy
MOBDtex,Molybdate [e] <=> Molybdate [p],ok,ok,bad,ok,2,ok,Not in KEGG
NI2uabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Nickel [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Nickel [c] + Phosphate [c],ok,ok,bad,ok,2,bad,Not in KEGG
FECRMtonex,Ferrichrome [e] + H+ [p] --> Ferrichrome [p] + H+ [c],ok,ok,bad,ok,39,ok,Not in KEGG
ARBTNtonex,Aerobactin [e] + H+ [p] --> Aerobactin [p] + H+ [c],ok,ok,bad,ok,52,ok,Not in KEGG
ADOCBLabcpp,Adenosylcobalamin [p] + ATP C10H12N5O13P3 [c] + H2O H2O [c] --> Adenosylcobalamin [c] + ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c],ok,ok,ok,bad,2,ok,Not in KEGG
EX_enter_e,Enterochelin [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
EX_fecrm_un_e,Ferrichrome minus Fe(III) [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
EX_cgly_e,Cys Gly C5H10N2O3S [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
NI2tex,Nickel [e] <=> Nickel [p],ok,ok,ok,ok,0,ok,Not in KEGG
NTD10pp,H2O H2O [p] + Xanthosine 5'-phosphate [p] --> Phosphate [p] + Xanthosine [p],ok,ok,ok,bad,91,ok,Nucleotides
NTD10pp,H2O H2O [p] + Xanthosine 5'-phosphate [p] --> Phosphate [p] + Xanthosine [p],ok,ok,ok,bad,91,ok,Cofactors
NTD1pp,DUMP C9H11N2O8P [p] + H2O H2O [p] --> Deoxyuridine [p] + Phosphate [p],ok,ok,ok,bad,96,ok,Nucleotides
NTD1pp,DUMP C9H11N2O8P [p] + H2O H2O [p] --> Deoxyuridine [p] + Phosphate [p],ok,ok,ok,bad,96,ok,Cofactors
EX_chtbs_e,"N,N'-diacetylchitobiose [e] -->",ok,ok,ok,bad,64,ok,Not in KEGG
EX_gmp_e,GMP C10H12N5O8P [e] -->,ok,ok,ok,bad,27,ok,Not in KEGG
NTD2pp,H2O H2O [p] + UMP C9H11N2O9P [p] --> Phosphate [p] + Uridine [p],ok,ok,ok,bad,2,ok,Nucleotides
NTD2pp,H2O H2O [p] + UMP C9H11N2O9P [p] --> Phosphate [p] + Uridine [p],ok,ok,ok,bad,2,ok,Cofactors
"NACtex",Nicotinate [e] <=> Nicotinate [p],ok,ok,ok,bad,55,ok,Not in KEGG
NTD3pp,DCMP C9H12N3O7P [p] + H2O H2O [p] --> Deoxycytidine [p] + Phosphate [p],ok,ok,ok,bad,116,ok,Nucleotides
NTD3pp,DCMP C9H12N3O7P [p] + H2O H2O [p] --> Deoxycytidine [p] + Phosphate [p],ok,ok,ok,bad,116,ok,Cofactors
NTD4pp,CMP C9H12N3O8P [p] + H2O H2O [p] --> Cytidine [p] + Phosphate [p],ok,ok,ok,bad,110,ok,Nucleotides
NTD4pp,CMP C9H12N3O8P [p] + H2O H2O [p] --> Cytidine [p] + Phosphate [p],ok,ok,ok,bad,110,ok,Cofactors
NTD5pp,DTMP C10H13N2O8P [p] + H2O H2O [p] --> Phosphate [p] + Thymidine C10H14N2O5 [p],ok,ok,ok,bad,106,ok,Nucleotides
NTD5pp,DTMP C10H13N2O8P [p] + H2O H2O [p] --> Phosphate [p] + Thymidine C10H14N2O5 [p],ok,ok,ok,bad,106,ok,Cofactors
EX_h2o2_e,Hydrogen peroxide [e] -->,ok,ok,ok,bad,25,ok,Not in KEGG
EX_ump_e,UMP C9H11N2O9P [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
EX_pydam_e,Pyridoxamine [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
CRNabcpp,ATP C10H12N5O13P3 [c] + L-Carnitine [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + L-Carnitine [c] + H+ [c] + Phosphate [c],ok,ok,bad,ok,61,ok,Not in KEGG
CRNDabcpp,ATP C10H12N5O13P3 [c] + D-Carnitine [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + D-Carnitine [c] + H+ [c] + Phosphate [c],ok,ok,bad,ok,61,ok,Not in KEGG
DNTPPA,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate [c] + H2O H2O [c] --> Dihydroneopterin monophosphate [c] + H+ [c] + Diphosphate [c]",ok,ok,ok,ok,0,ok,Cofactors
NTD6pp,DAMP C10H12N5O6P [p] + H2O H2O [p] --> Deoxyadenosine [p] + Phosphate [p],ok,ok,ok,bad,86,ok,Nucleotides
NTD6pp,DAMP C10H12N5O6P [p] + H2O H2O [p] --> Deoxyadenosine [p] + Phosphate [p],ok,ok,ok,bad,86,ok,Cofactors
NTD7pp,AMP C10H12N5O7P [p] + H2O H2O [p] --> Adenosine [p] + Phosphate [p],ok,ok,ok,bad,92,ok,Nucleotides
NTD7pp,AMP C10H12N5O7P [p] + H2O H2O [p] --> Adenosine [p] + Phosphate [p],ok,ok,ok,bad,92,ok,Cofactors
CTBTabcpp,ATP C10H12N5O13P3 [c] + Crotonobetaine [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + Crotonobetaine [c] + H+ [c] + Phosphate [c],ok,ok,bad,ok,63,ok,Not in KEGG
NTD9pp,GMP C10H12N5O8P [p] + H2O H2O [p] --> Guanosine [p] + Phosphate [p],ok,ok,ok,bad,27,ok,Nucleotides
NTD9pp,GMP C10H12N5O8P [p] + H2O H2O [p] --> Guanosine [p] + Phosphate [p],ok,ok,ok,bad,27,ok,Cofactors
NH4tex,Ammonium [e] <=> Ammonium [p],ok,ok,ok,ok,0,ok,Not in KEGG
PEAMNOpp,H2O H2O [p] + O2 O2 [p] + Phenethylamine [p] --> Hydrogen peroxide [p] + Ammonium [p] + Phenylacetaldehyde [p],ok,ok,ok,bad,25,ok,Amino acids
PEAMNOpp,H2O H2O [p] + O2 O2 [p] + Phenethylamine [p] --> Hydrogen peroxide [p] + Ammonium [p] + Phenylacetaldehyde [p],ok,ok,ok,bad,25,ok,Other amino acids
PEAMNOpp,H2O H2O [p] + O2 O2 [p] + Phenethylamine [p] --> Hydrogen peroxide [p] + Ammonium [p] + Phenylacetaldehyde [p],ok,ok,ok,bad,25,ok,Secondary metabolites
GAL1PPpp,Alpha-D-Galactose 1-phosphate [p] + H2O H2O [p] --> D-Galactose [p] + Phosphate [p],ok,ok,ok,bad,2,ok,Carbohydrates
NTPP9,H2O H2O [c] + ITP C10H11N4O14P3 [c] --> H+ [c] + IMP C10H11N4O8P [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Nucleotides
NTPP9,H2O H2O [c] + ITP C10H11N4O14P3 [c] --> H+ [c] + IMP C10H11N4O8P [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Xenobiotics
NTPP10,DITP(4-) [c] + H2O H2O [c] --> DIMP C10H12N4O7P [c] + H+ [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Nucleotides
NTPP10,DITP(4-) [c] + H2O H2O [c] --> DIMP C10H12N4O7P [c] + H+ [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Xenobiotics
NTPP11,H2O H2O [c] + XTP [c] --> H+ [c] + Diphosphate [c] + Xanthosine 5'-phosphate [c],ok,ok,ok,ok,0,ok,Nucleotides
NTPP11,H2O H2O [c] + XTP [c] --> H+ [c] + Diphosphate [c] + Xanthosine 5'-phosphate [c],ok,ok,ok,ok,0,ok,Xenobiotics
H2O2tex,Hydrogen peroxide [e] <=> Hydrogen peroxide [p],ok,ok,ok,bad,25,ok,Not in KEGG
ARGDCpp,L-Arginine [p] + H+ [p] --> Agmatine [p] + CO2 CO2 [p],ok,ok,ok,ok,0,ok,Amino acids
URIH,H2O H2O [c] + Uridine [c] --> D-Ribose [c] + Uracil [c],ok,ok,ok,ok,0,ok,Nucleotides
ALLPI,D-Allose 6-phosphate [c] <=> Allulose 6-phosphate [c],ok,ok,ok,bad,69,ok,Carbohydrates
ALLPI,D-Allose 6-phosphate [c] <=> Allulose 6-phosphate [c],ok,ok,ok,bad,69,ok,Energy
ALLK,D-Allose [c] + ATP C10H12N5O13P3 [c] --> ADP C10H12N5O10P2 [c] + D-Allose 6-phosphate [c] + H+ [c],ok,ok,ok,bad,69,ok,Carbohydrates
ALLULPE,Allulose 6-phosphate [c] <=> D-Fructose 6-phosphate [c],ok,ok,ok,bad,69,ok,Carbohydrates
ADEtex,Adenine [e] <=> Adenine [p],ok,ok,ok,ok,0,ok,Not in KEGG
ADNtex,Adenosine [e] <=> Adenosine [p],ok,ok,ok,ok,0,ok,Not in KEGG
"NADPHQR2",H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] + Ubiquinone-8 [c] --> Nicotinamide adenine dinucleotide phosphate [c] + Ubiquinol-8 [c],ok,ok,ok,ok,0,ok,Not in KEGG
"NADPHQR3",H+ [c] + Menaquinone 8 [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] --> Menaquinol 8 [c] + Nicotinamide adenine dinucleotide phosphate [c],ok,ok,ok,ok,0,ok,Not in KEGG
"NADPHQR4",2-Demethylmenaquinone 8 [c] + H+ [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] --> 2-Demethylmenaquinol 8 [c] + Nicotinamide adenine dinucleotide phosphate [c],ok,ok,ok,ok,0,bad,Not in KEGG
GLBRAN2,Glycogen C6H10O5 [c] --> Branching glycogen [c],ok,bad,ok,ok,0,bad,Carbohydrates
ASR,Arsenate [c] + 2.0 Reduced glutathione [c] --> Arsenite [c] + Oxidized glutathione [c] + H2O H2O [c],ok,ok,ok,bad,161,ok,Not in KEGG
ASO3tex,Arsenite [e] <=> Arsenite [p],ok,ok,ok,bad,161,ok,Not in KEGG
AGMtex,Agmatine [e] <=> Agmatine [p],ok,ok,ok,ok,0,ok,Not in KEGG
ALAtex,L-Alanine [e] <=> L-Alanine [p],ok,ok,ok,ok,0,ok,Not in KEGG
BALAtex,Beta-Alanine [e] <=> Beta-Alanine [p],ok,ok,ok,bad,98,ok,Not in KEGG
DALAtex,D-Alanine [e] <=> D-Alanine [p],ok,ok,ok,ok,0,ok,Not in KEGG
MANGLYCtex,2(alpha-D-Mannosyl)-D-glycerate [e] <=> 2(alpha-D-Mannosyl)-D-glycerate [p],ok,ok,ok,bad,41,ok,Not in KEGG
EX_frulys_e,Fructoselysine [e] -->,ok,ok,ok,bad,9,ok,Not in KEGG
AMPtex,AMP C10H12N5O7P [e] <=> AMP C10H12N5O7P [p],ok,ok,ok,bad,92,ok,Not in KEGG
METOX1s,Hydrogen peroxide [c] + L-Methionine [c] --> H2O H2O [c] + L-Methionine Sulfoxide [c],ok,ok,bad,ok,2,ok,Not in KEGG
XTSNH,H2O H2O [c] + Xanthosine [c] --> D-Ribose [c] + Xanthine [c],ok,ok,ok,ok,0,ok,Nucleotides
METOX2s,Hydrogen peroxide [c] + L-Methionine [c] --> H2O H2O [c] + L-methionine-R-sulfoxide [c],ok,ok,bad,ok,2,ok,Not in KEGG
FRUURt2rpp,D-Fructuronate [p] + H+ [p] <=> D-Fructuronate [c] + H+ [c],ok,ok,ok,bad,2,ok,Not in KEGG
FRUURtex,D-Fructuronate [e] <=> D-Fructuronate [p],ok,ok,ok,bad,2,ok,Not in KEGG
ARBtex,L-Arabinose [e] <=> L-Arabinose [p],ok,ok,ok,ok,0,ok,Not in KEGG
ARGtex,L-Arginine [e] <=> L-Arginine [p],ok,ok,ok,ok,0,ok,Not in KEGG
INSH,H2O H2O [c] + Inosine [c] --> Hypoxanthine [c] + D-Ribose [c],ok,ok,ok,ok,0,ok,Nucleotides
ASCBtex,L-Ascorbate [e] <=> L-Ascorbate [p],ok,ok,ok,bad,33,ok,Not in KEGG
FACOAL100t2pp,ATP C10H12N5O13P3 [c] + Coenzyme A [c] + Decanoate (n-C10:0) [p] + H+ [p] --> AMP C10H12N5O7P [c] + Decanoyl-CoA (n-C10:0CoA) [c] + H+ [c] + Diphosphate [c],ok,ok,ok,bad,114,ok,Lipids
RIBabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + D-Ribose [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c] + D-Ribose [c],ok,ok,ok,bad,13,ok,Not in KEGG
ECAtpp,"Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose [c] --> Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose [p]",ok,ok,bad,ok,2,ok,Not in KEGG
O16AT,Acetyl-CoA [c] + Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate [c] --> O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate [c] + Coenzyme A [c],ok,ok,ok,bad,2,ok,Not in KEGG
O16GALFT,"Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate [c] + UDP-D-galacto-1,4-furanose [c] --> Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate [c] + H+ [c] + UDP C9H11N2O12P2 [c]",ok,ok,ok,bad,2,ok,Glycans
O16GLCT2,Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate [c] + UDPglucose [c] --> H+ [c] + O16 antigen undecaprenyl diphosphate [c] + UDP C9H11N2O12P2 [c],ok,ok,ok,bad,2,ok,Not in KEGG
O16AUNDtpp,O16 antigen undecaprenyl diphosphate [c] --> O16 antigen undecaprenyl diphosphate [p],ok,ok,ok,bad,2,ok,Not in KEGG
O16AP1pp,2.0 O16 antigen undecaprenyl diphosphate [p] --> H+ [p] + (O16 antigen)x2 undecaprenyl diphosphate [p] + Undecaprenyl diphosphate [p],ok,ok,ok,bad,2,ok,Not in KEGG
GPDDA3pp,Glycerophosphoserine [p] + H2O H2O [p] --> Glycerol 3-phosphate [p] + H+ [p] + L-Serine [p],ok,ok,ok,bad,143,ok,Lipids
GPDDA4pp,Glycerophosphoglycerol [p] + H2O H2O [p] --> Glycerol 3-phosphate [p] + Glycerol [p] + H+ [p],ok,ok,ok,ok,0,ok,Lipids
GPDDA2pp,Sn-Glycero-3-phosphoethanolamine [p] + H2O H2O [p] --> Ethanolamine [p] + Glycerol 3-phosphate [p] + H+ [p],ok,ok,ok,ok,0,ok,Lipids
FACOAL120t2pp,ATP C10H12N5O13P3 [c] + Coenzyme A [c] + Dodecanoate (n-C12:0) [p] + H+ [p] --> AMP C10H12N5O7P [c] + Dodecanoyl-CoA (n-C12:0CoA) [c] + H+ [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Lipids
GLYCAt2rpp,(R)-Glycerate [p] + H+ [p] <=> (R)-Glycerate [c] + H+ [c],ok,ok,ok,ok,0,ok,Not in KEGG
GLYCAtex,(R)-Glycerate [e] <=> (R)-Glycerate [p],ok,ok,ok,ok,0,ok,Not in KEGG
FACOAL140t2pp,ATP C10H12N5O13P3 [c] + Coenzyme A [c] + H+ [p] + Tetradecanoate (n-C14:0) [p] --> AMP C10H12N5O7P [c] + H+ [c] + Diphosphate [c] + Tetradecanoyl-CoA (n-C14:0CoA) [c],ok,ok,ok,ok,0,ok,Lipids
EX_enlipa_e,Phosphoethanolamine KDO(2)-lipid (A) [e] -->,ok,ok,bad,ok,2,ok,Not in KEGG
BUTtex,Butyrate (n-C4:0) [e] <=> Butyrate (n-C4:0) [p],ok,ok,ok,bad,2,ok,Not in KEGG
EX_hacolipa_e,Hepta-acylated core oligosaccharide lipid A (E. coli) [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
AGM4PCP,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide [c] + H2O H2O [c] --> D-Alanine [c] + N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide [c],ok,ok,ok,ok,0,ok,Not in KEGG
4PCP,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine [c] + H2O H2O [c] --> L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate [c] + D-Alanine [c]",ok,ok,ok,ok,0,ok,Not in KEGG
FE3HOXtonex,Fe(III)hydroxamate [e] + H+ [p] --> Fe(III)hydroxamate [p] + H+ [c],ok,ok,bad,ok,23,ok,Not in KEGG
CU2abcpp,ATP C10H12N5O13P3 [c] + Copper [c] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + Copper [p] + H+ [c] + Phosphate [c],ok,ok,bad,ok,2,ok,Not in KEGG
COBALT2abcpp,ATP C10H12N5O13P3 [c] + Co2+ [c] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + Co2+ [p] + H+ [c] + Phosphate [c],ok,ok,bad,ok,2,ok,Not in KEGG
NI2abcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Nickel [c] --> ADP C10H12N5O10P2 [c] + H+ [c] + Nickel [p] + Phosphate [c],ok,ok,bad,ok,2,bad,Not in KEGG
MG2uabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + Magnesium [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + Magnesium [c] + Phosphate [c],ok,ok,ok,ok,0,ok,Not in KEGG
4PCPpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine [p] + H2O H2O [p] --> L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate [p] + D-Alanine [p]",ok,ok,ok,ok,0,ok,Not in KEGG
HCYSMT2,L-Homocysteine [c] + S-Methyl-L-methionine [c] --> H+ [c] + 2.0 L-Methionine [c],ok,ok,ok,bad,160,ok,Amino acids
FALDH2,Hydroxymethylglutathione [c] + Nicotinamide adenine dinucleotide [c] <=> S-Formylglutathione [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,bad,2,ok,Carbohydrates
FALDH2,Hydroxymethylglutathione [c] + Nicotinamide adenine dinucleotide [c] <=> S-Formylglutathione [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,bad,2,ok,Energy
FALDH2,Hydroxymethylglutathione [c] + Nicotinamide adenine dinucleotide [c] <=> S-Formylglutathione [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,bad,2,ok,Lipids
FALDH2,Hydroxymethylglutathione [c] + Nicotinamide adenine dinucleotide [c] <=> S-Formylglutathione [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,bad,2,ok,Amino acids
FALDH2,Hydroxymethylglutathione [c] + Nicotinamide adenine dinucleotide [c] <=> S-Formylglutathione [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,bad,2,ok,Cofactors
FALDH2,Hydroxymethylglutathione [c] + Nicotinamide adenine dinucleotide [c] <=> S-Formylglutathione [c] + H+ [c] + Nicotinamide adenine dinucleotide - reduced [c],ok,ok,ok,bad,2,ok,Xenobiotics
CHLtex,Choline C5H14NO [e] <=> Choline C5H14NO [p],ok,ok,ok,ok,0,ok,Not in KEGG
GLYBabcpp,ATP C10H12N5O13P3 [c] + Glycine betaine [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + Glycine betaine [c] + H+ [c] + Phosphate [c],ok,ok,bad,ok,103,ok,Not in KEGG
GLYC3Pt6pp,Glycerol 3-phosphate [p] + Phosphate [c] --> Glycerol 3-phosphate [c] + Phosphate [p],ok,ok,ok,ok,0,ok,Not in KEGG
MMETtex,S-Methyl-L-methionine [e] <=> S-Methyl-L-methionine [p],ok,ok,ok,bad,160,ok,Not in KEGG
FE3tex,Iron (Fe3+) [e] <=> Iron (Fe3+) [p],ok,ok,ok,ok,0,ok,Not in KEGG
MG2tex,Magnesium [e] <=> Magnesium [p],ok,ok,ok,ok,0,ok,Not in KEGG
Zn2tex,Zinc [e] <=> Zinc [p],ok,ok,ok,ok,0,ok,Not in KEGG
MMETt2pp,H+ [p] + S-Methyl-L-methionine [p] --> H+ [c] + S-Methyl-L-methionine [c],ok,ok,ok,bad,160,ok,Not in KEGG
CD2tex,Cadmium [e] <=> Cadmium [p],ok,ok,ok,ok,0,ok,Not in KEGG
GLYCLTt4pp,Glycolate C2H3O3 [p] + Sodium [p] --> Glycolate C2H3O3 [c] + Sodium [c],ok,bad,ok,ok,0,ok,Not in KEGG
GLYCtpp,Glycerol [c] <=> Glycerol [p],ok,ok,ok,ok,0,ok,Not in KEGG
H2Otpp,H2O H2O [p] <=> H2O H2O [c],ok,ok,ok,ok,0,ok,Not in KEGG
GLNabcpp,ATP C10H12N5O13P3 [c] + L-Glutamine [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + L-Glutamine [c] + H+ [c] + Phosphate [c],ok,ok,ok,bad,20,ok,Not in KEGG
CO2tex,CO2 CO2 [e] <=> CO2 CO2 [p],ok,ok,ok,ok,0,ok,Not in KEGG
GLUabcpp,ATP C10H12N5O13P3 [c] + L-Glutamate [p] + H2O H2O [c] --> ADP C10H12N5O10P2 [c] + L-Glutamate [c] + H+ [c] + Phosphate [c],ok,ok,ok,ok,0,ok,Not in KEGG
GLUABUTt7pp,4-Aminobutanoate [c] + L-Glutamate [p] <=> 4-Aminobutanoate [p] + L-Glutamate [c],ok,bad,ok,ok,0,ok,Not in KEGG
GLUt2rpp,L-Glutamate [p] + H+ [p] <=> L-Glutamate [c] + H+ [c],ok,bad,ok,ok,0,ok,Not in KEGG
HCINNMt2rpp,3-hydroxycinnamic acid [p] + H+ [p] <=> 3-hydroxycinnamic acid [c] + H+ [c],ok,ok,ok,bad,11,ok,Not in KEGG
HISabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + L-Histidine [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + L-Histidine [c] + Phosphate [c],ok,ok,ok,ok,0,ok,Not in KEGG
HISt2rpp,H+ [p] + L-Histidine [p] <=> H+ [c] + L-Histidine [c],ok,ok,ok,ok,0,ok,Not in KEGG
CBIAT,ATP C10H12N5O13P3 [c] + Cobinamide [c] + H+ [c] <=> Adenosyl cobinamide [c] + Inorganic triphosphate [c],ok,ok,ok,bad,2,ok,Cofactors
GLUt4pp,L-Glutamate [p] + Sodium [p] --> L-Glutamate [c] + Sodium [c],ok,bad,ok,ok,0,ok,Not in KEGG
GLYALDtpp,D-Glyceraldehyde [p] <=> D-Glyceraldehyde [c],ok,ok,ok,ok,0,ok,Not in KEGG
CRNtex,L-Carnitine [e] <=> L-Carnitine [p],ok,ok,ok,ok,0,ok,Not in KEGG
EX_etha_e,Ethanolamine [e] -->,ok,ok,ok,ok,0,ok,Not in KEGG
ACGK,N-Acetyl-L-glutamate [c] + ATP C10H12N5O13P3 [c] --> N-Acetyl-L-glutamyl 5-phosphate [c] + ADP C10H12N5O10P2 [c],ok,ok,ok,ok,0,ok,Amino acids
LYSabcpp,ATP C10H12N5O13P3 [c] + H2O H2O [c] + L-Lysine [p] --> ADP C10H12N5O10P2 [c] + H+ [c] + L-Lysine [c] + Phosphate [c],ok,ok,ok,ok,0,ok,Not in KEGG
COBALT2tex,Co2+ [e] <=> Co2+ [p],ok,ok,ok,ok,0,ok,Not in KEGG
LCTSt3ipp,H+ [p] + Lactose C12H22O11 [c] --> H+ [c] + Lactose C12H22O11 [p],ok,ok,bad,ok,146,bad,Not in KEGG
PPK2,ATP C10H12N5O13P3 [c] + Diphosphate [c] --> ADP C10H12N5O10P2 [c] + Inorganic triphosphate [c],ok,ok,ok,ok,0,ok,Energy
ARBt3ipp,L-Arabinose [c] + H+ [p] --> L-Arabinose [p] + H+ [c],ok,ok,bad,ok,47,bad,Not in KEGG
14GLUCANabcpp,"1,4-alpha-D-glucan [p] + ATP C10H12N5O13P3 [c] + H2O H2O [c] --> 1,4-alpha-D-glucan [c] + ADP C10H12N5O10P2 [c] + H+ [c] + Phosphate [c]",ok,ok,ok,bad,21,ok,Not in KEGG
14GLUCANtexi,"1,4-alpha-D-glucan [e] --> 1,4-alpha-D-glucan [p]",ok,ok,ok,bad,21,ok,Not in KEGG
DINStex,Deoxyinosine [e] <=> Deoxyinosine [p],ok,ok,ok,bad,62,ok,Not in KEGG
DHPTPE,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate [c] <=> Dihydromonapterin-triphosphate [c]",ok,ok,ok,bad,78,ok,Cofactors
PPDOy,"H+ [c] + D-Lactaldehyde [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] --> (R)-Propane-1,2-diol [c] + Nicotinamide adenine dinucleotide phosphate [c]",ok,ok,ok,ok,0,ok,Carbohydrates
PPDOy,"H+ [c] + D-Lactaldehyde [c] + Nicotinamide adenine dinucleotide phosphate - reduced [c] --> (R)-Propane-1,2-diol [c] + Nicotinamide adenine dinucleotide phosphate [c]",ok,ok,ok,ok,0,ok,Lipids
FALGTHLs,Formaldehyde [c] + Reduced glutathione [c] <=> Hydroxymethylglutathione [c],ok,ok,ok,bad,2,ok,Not in KEGG
NTD12pp,DIMP C10H12N4O7P [p] + H2O H2O [p] --> Deoxyinosine [p] + Phosphate [p],ok,ok,ok,bad,62,ok,Nucleotides
NTD12pp,DIMP C10H12N4O7P [p] + H2O H2O [p] --> Deoxyinosine [p] + Phosphate [p],ok,ok,ok,bad,62,ok,Cofactors
PPA2,H2O H2O [c] + Inorganic triphosphate [c] --> H+ [c] + Phosphate [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Nucleotides
PPA2,H2O H2O [c] + Inorganic triphosphate [c] --> H+ [c] + Phosphate [c] + Diphosphate [c],ok,ok,ok,ok,0,ok,Cofactors
DIMPtex,DIMP C10H12N4O7P [e] <=> DIMP C10H12N4O7P [p],ok,ok,ok,bad,62,ok,Not in KEGG
EX_hdca_e,Hexadecanoate (n-C16:0) [e] -->,ok,ok,ok,bad,2,ok,Not in KEGG
EX_glcr_e,D-Glucarate [e] -->,ok,ok,ok,bad,35,ok,Not in KEGG
GNK,ATP C10H12N5O13P3 [c] + D-Gluconate [c] --> 6-Phospho-D-gluconate [c] + ADP C10H12N5O10P2 [c] + H+ [c],ok,ok,ok,ok,0,ok,Carbohydrates
HMBS,H2O H2O [c] + 4.0 Porphobilinogen [c] --> Hydroxymethylbilane [c] + 4.0 Ammonium [c],ok,ok,bad,ok,2,ok,Cofactors
