reaction_id,reaction_equation,dil_test_in_v12
MAR08364,acetone [e] + H+ [e] --> acetone [c] + H+ [c],ok
MAR08374,chitin-component [c] <=> chitin-component [e],ok
MAR08408,H2O2 [c] <=> H2O2 [e],ok
MAR08420,"2,6-dimethylheptanoyl-carnitine [c] <=> 2,6-dimethylheptanoyl-carnitine [e]",ok
MAR08429,creatine [e] + 2.0 Na+ [e] --> creatine [c] + 2.0 Na+ [c],ok
MAR08515,L-lactate [e] + Na+ [e] --> L-lactate [c] + Na+ [c],ok
MAR08520,1-alkyl-2-lysoglycerol-3-phosphocholine [c] <=> 1-alkyl-2-lysoglycerol-3-phosphocholine [e],ok
MAR08536,tyramine-O-sulfate [c] --> tyramine-O-sulfate [e],ok
MAR08551,HCO3- [c] + leukotriene C4 [e] --> HCO3- [e] + leukotriene C4 [c],ok
MAR08567,maltodecaose [c] <=> maltodecaose [e],ok
MAR08586,maltose [c] <=> maltose [e],ok
MAR08593,androsterone [c] <=> androsterone [e],ok
MAR08595,limonene [c] <=> limonene [e],ok
MAR08597,(-)-trans-carveol [c] <=> (-)-trans-carveol [e],ok
MAR08599,perillyl alcohol [c] <=> perillyl alcohol [e],ok
MAR08600,(+)-alpha-pinene [c] <=> (+)-alpha-pinene [e],ok
MAR08602,alpha-pinene-oxide [c] <=> alpha-pinene-oxide [e],ok
MAR08612,aquacob(III)alamin [e] --> aquacob(III)alamin [c],MAM01361e;MAM01361c
MAR08618,ascorbate [c] <=> ascorbate [e],MAM01368c;MAM01368e
MAR08629,arginine [e] + Na+ [e] --> arginine [c] + Na+ [c],ok
MAR08631,bilirubin-bisglucuronoside [e] + HCO3- [c] --> bilirubin-bisglucuronoside [c] + HCO3- [e],ok
MAR08632,bilirubin-monoglucuronoside [e] + HCO3- [c] --> bilirubin-monoglucuronoside [c] + HCO3- [e],ok
MAR08633,ATP [c] + bilirubin-monoglucuronoside [c] + H2O [c] --> ADP [c] + bilirubin-monoglucuronoside [e] + H+ [c] + Pi [c],ok
MAR08635,bilirubin [e] + HCO3- [c] --> bilirubin [c] + HCO3- [e],ok
MAR08636,cytosine [c] <=> cytosine [e],ok
MAR08656,calcitroic acid [c] --> calcitroic acid [e],always blocked
MAR08658,ATP [c] + cholate [c] + H2O [c] --> ADP [c] + cholate [e] + H+ [c] + Pi [c],ok
MAR08659,cholate [e] + HCO3- [c] --> cholate [c] + HCO3- [e],ok
MAR08660,cholate [e] + 2.0 Na+ [e] --> cholate [c] + 2.0 Na+ [c],ok
MAR08670,2.0 chloride [e] + formate [c] --> 2.0 chloride [c] + formate [e],ok
MAR08671,chloride [e] + 2.0 iodide [c] --> chloride [c] + 2.0 iodide [e],MAM02174c;MAM02174e
MAR08676,L-carnitine [c] <=> L-carnitine [e],ok
MAR08677,L-carnitine [e] + Na+ [e] --> L-carnitine [c] + Na+ [c],ok
MAR08678,cortisol [c] <=> cortisol [e],ok
MAR08679,corticosterone [c] <=> corticosterone [e],ok
MAR08686,3-mercaptolactate-cysteine-disulfide [c] --> 3-mercaptolactate-cysteine-disulfide [e],ok
MAR08687,cystine [e] + serine [c] --> cystine [c] + serine [e],ok
MAR08696,beta-carotene [c] <=> beta-carotene [e],ok
MAR08714,retinoyl-glucuronide [c] --> retinoyl-glucuronide [e],ok
MAR08718,13-cis-retinoyl-glucuronide [c] --> 13-cis-retinoyl-glucuronide [e],ok
MAR08720,fatty acid pool [c] --> fatty acid pool [e],ok
MAR08721,retinoate [c] <=> retinoate [e],ok
MAR08723,dopamine-3-O-sulfate [c] --> dopamine-3-O-sulfate [e],ok
MAR08730,ATP [c] + H2O [c] + riboflavin [e] --> ADP [c] + H+ [c] + Pi [c] + riboflavin [c],ok
MAR08732,3.0 Na+ [e] + selenate [e] --> 3.0 Na+ [c] + selenate [c],ok
MAR08733,D-serine [c] + glutamine [e] <=> D-serine [e] + glutamine [c],MAM01744c;MAM01744e
MAR08734,D-serine [c] + glycine [e] <=> D-serine [e] + glycine [c],MAM01744c;MAM01744e
MAR08735,H+ [c] + 2.0 Na+ [e] + serine [e] --> H+ [e] + 2.0 Na+ [c] + serine [c],ok
MAR08736,oxalate [c] + 2.0 sulfate [e] --> oxalate [e] + 2.0 sulfate [c],ok
MAR08760,D-tagatose [e] --> D-tagatose [c],ok
MAR08797,phenylacetylglutamine [c] <=> phenylacetylglutamine [e],ok
MAR08798,phenylacetylglycine [c] <=> phenylacetylglycine [e],ok
MAR08846,dehydroascorbic acid [c] <=> dehydroascorbic acid [e],MAM01655c;MAM01655e
MAR08847,dehydroepiandrosterone sulfate [e] + HCO3- [c] --> dehydroepiandrosterone sulfate [c] + HCO3- [e],ok
MAR08849,"3,5,3-triiodothyronine-4-sulfate [c] --> 3,5,3-triiodothyronine-4-sulfate [e]",always blocked
MAR08850,ATP [c] + H2O [c] + testosterone glucuronide [c] --> ADP [c] + H+ [c] + Pi [c] + testosterone glucuronide [e],ok
MAR08852,testosterone [c] <=> testosterone [e],ok
MAR08853,3.0 Na+ [e] + thiosulfate [e] --> 3.0 Na+ [c] + thiosulfate [c],ok
MAR08854,thromboxane A2 [c] <=> thromboxane A2 [e],ok
MAR08861,H2O [c] + urea [c] <=> H2O [e] + urea [e],ok
MAR08863,12-hydroxydodecanoic acid [c] <=> 12-hydroxydodecanoic acid [e],ok
MAR08864,14-hydroxytetradecanoic acid [c] <=> 14-hydroxytetradecanoic acid [e],ok
MAR08865,16-hydroxyhexadecanoic acid [c] <=> 16-hydroxyhexadecanoic acid [e],ok
MAR08866,19-hydroxytestosterone [c] <=> 19-hydroxytestosterone [e],ok
MAR08867,D-xylose [c] <=> D-xylose [e],ok
MAR08869,"aflatoxin B1-exo-8,9-epoxide [c] <=> aflatoxin B1-exo-8,9-epoxide [e]",ok
MAR08870,estradiol-17beta [c] <=> estradiol-17beta [e],ok
MAR08872,fructose [e] + Na+ [e] --> fructose [c] + Na+ [c],ok
MAR08873,"IV3NeuAc,III3Fuc-nLc4Cer [c] <=> IV3NeuAc,III3Fuc-nLc4Cer [e]",ok
MAR08876,galactose [e] + Na+ [e] --> galactose [c] + Na+ [c],ok
MAR08877,galactose [e] + 2.0 Na+ [e] --> galactose [c] + 2.0 Na+ [c],ok
MAR08878,globoside [c] <=> globoside [e],ok
MAR08879,glycocholate [e] + HCO3- [c] --> glycocholate [c] + HCO3- [e],ok
MAR08881,GD1beta [c] <=> GD1beta [e],ok
MAR08883,GD1c [c] <=> GD1c [e],ok
MAR08884,glucose [e] + 2.0 Na+ [e] --> glucose [c] + 2.0 Na+ [c],ok
MAR08889,betaine [e] + 2.0 Na+ [e] --> betaine [c] + 2.0 Na+ [c],ok
MAR08892,ATP [c] + H2O [c] + K+ [e] --> ADP [c] + H+ [c] + K+ [c] + Pi [c],ok
MAR08893,glycerate [c] --> glycerate [e],ok
MAR08896,GP1calpha [c] <=> GP1calpha [e],ok
MAR08898,GP1c [c] <=> GP1c [e],ok
MAR08899,GQ1balpha [c] <=> GQ1balpha [e],ok
MAR08901,GQ1b [c] <=> GQ1b [e],ok
MAR08903,GT1a [c] <=> GT1a [e],ok
MAR08905,4-hydroxy-17beta-estradiol [c] <=> 4-hydroxy-17beta-estradiol [e],ok
MAR08907,4-hydroxyphenylacetate [c] <=> 4-hydroxyphenylacetate [e],ok
MAR08911,inositol [e] + Na+ [e] --> inositol [c] + Na+ [c],ok
MAR08912,inositol [e] + 2.0 Na+ [e] --> inositol [c] + 2.0 Na+ [c],ok
MAR08913,lactose [g] --> lactose [c],ok
MAR08917,lysine [e] + Na+ [e] --> lysine [c] + Na+ [c],ok
MAR08922,2.0 ATP [c] + 2.0 H2O [c] + 3.0 L-metanephrine [c] --> 2.0 ADP [c] + 2.0 H+ [c] + 3.0 L-metanephrine [e] + 2.0 Pi [c],ok
MAR08923,ATP [c] + H2O [c] + phylloquinone [e] --> ADP [c] + H+ [c] + phylloquinone [c] + Pi [c],MAM02744e;MAM02744c
MAR08924,iodide [e] + 2.0 Na+ [e] --> iodide [c] + 2.0 Na+ [c],MAM02174e;MAM02174c
MAR08925,Na+ [e] + NH3 [c] --> Na+ [c] + NH3 [e],ok
MAR08927,"(1R,2S)-naphthalene 1,2-oxide [c] <=> (1R,2S)-naphthalene 1,2-oxide [e]",ok
MAR08929,D-proline [e] + H+ [e] --> D-proline [c] + H+ [c],MAM01742e;MAM01742c
MAR08930,ATP [c] + H2O [c] + 2.0 Na+ [e] + pantothenate [e] --> ADP [c] + H+ [c] + 2.0 Na+ [c] + pantothenate [c] + Pi [c],ok
MAR08931,progesterone [c] <=> progesterone [e],ok
MAR08932,HCO3- [c] + prostaglandin D2 [e] --> HCO3- [e] + prostaglandin D2 [c],ok
MAR08933,HCO3- [c] + prostaglandin E1 [e] --> HCO3- [e] + prostaglandin E1 [c],ok
MAR08934,ATP [c] + H2O [c] + prostaglandin E1 [c] --> ADP [c] + H+ [c] + Pi [c] + prostaglandin E1 [e],ok
MAR08935,ATP [c] + H2O [c] + prostaglandin E2 [c] --> ADP [c] + H+ [c] + Pi [c] + prostaglandin E2 [e],ok
MAR08936,HCO3- [c] + prostaglandin H2 [e] --> HCO3- [e] + prostaglandin H2 [c],ok
MAR08937,HCO3- [c] + prostaglandin I2 [e] --> HCO3- [e] + prostaglandin I2 [c],ok
MAR08938,2.0 Na+ [e] + proline [e] --> 2.0 Na+ [c] + proline [c],ok
MAR08939,Na+ [e] + palmitate [e] --> Na+ [c] + palmitate [c],ok
MAR08940,Na+ [e] + oleate [e] --> Na+ [c] + oleate [c],ok
MAR08941,Na+ [e] + stearate [e] --> Na+ [c] + stearate [c],ok
MAR08942,eicosanoate [e] + Na+ [e] --> eicosanoate [c] + Na+ [c],ok
MAR08943,arachidonate [e] + Na+ [e] --> arachidonate [c] + Na+ [c],ok
MAR08944,adrenic acid [e] + Na+ [e] --> adrenic acid [c] + Na+ [c],ok
MAR08945,DHA [e] + Na+ [e] --> DHA [c] + Na+ [c],ok
MAR08946,lignocerate [e] + Na+ [e] --> lignocerate [c] + Na+ [c],ok
MAR08947,Na+ [e] + nervonic acid [e] --> Na+ [c] + nervonic acid [c],ok
MAR09173,XTP [c] <=> XTP [e],ok
MAR09175,itaconate [c] <=> itaconate [e],always blocked
MAR09176,estriol [c] <=> estriol [e],ok
MAR09178,etiocholanolone [c] <=> etiocholanolone [e],MAM01800c;MAM01800e
MAR09180,D-ornithine [c] <=> D-ornithine [e],MAM01740c;MAM01740e
MAR09182,D-arginine [c] <=> D-arginine [e],ok
MAR09183,ADP-glucose [c] <=> ADP-glucose [e],ok
MAR09184,ADP-mannose [c] <=> ADP-mannose [e],ok
MAR09185,D-ribulose [c] <=> D-ribulose [e],ok
MAR09187,"glucose-1,6-bisphosphate [c] <=> glucose-1,6-bisphosphate [e]",ok
MAR09188,hyodeoxycholate [c] <=> hyodeoxycholate [e],always blocked
MAR09189,glycodeoxycholate [c] <=> glycodeoxycholate [e],ok
MAR09190,D-alanine [e] --> D-alanine [c],ok
MAR09191,D-serine [e] --> D-serine [c],MAM01744e;MAM01744c
MAR09192,adrenaline [c] <=> adrenaline [e],ok
MAR09193,agmatine [c] <=> agmatine [e],ok
MAR09195,creatinine [c] <=> creatinine [e],ok
MAR09196,Fe3+ [e] --> Fe3+ [c],always blocked
MAR09197,Fe2+ [c] --> Fe2+ [e],ok
MAR09198,urate [e] --> urate [c],ok
MAR09590,2.0 H+ [e] + sulfate [e] --> 2.0 H+ [c] + sulfate [c],ok
MAR09591,alanine [e] + chloride [e] + 2.0 Na+ [e] --> alanine [c] + chloride [c] + 2.0 Na+ [c],ok
MAR09592,arginine [e] + chloride [e] + 2.0 Na+ [e] --> arginine [c] + chloride [c] + 2.0 Na+ [c],ok
MAR09593,chloride [e] + histidine [e] + 2.0 Na+ [e] --> chloride [c] + histidine [c] + 2.0 Na+ [c],ok
MAR09594,chloride [e] + isoleucine [e] + 2.0 Na+ [e] --> chloride [c] + isoleucine [c] + 2.0 Na+ [c],ok
MAR09595,chloride [e] + leucine [e] + 2.0 Na+ [e] --> chloride [c] + leucine [c] + 2.0 Na+ [c],ok
MAR09596,chloride [e] + lysine [e] + 2.0 Na+ [e] --> chloride [c] + lysine [c] + 2.0 Na+ [c],ok
MAR09597,chloride [e] + methionine [e] + 2.0 Na+ [e] --> chloride [c] + methionine [c] + 2.0 Na+ [c],ok
MAR09598,chloride [e] + 2.0 Na+ [e] + valine [e] --> chloride [c] + 2.0 Na+ [c] + valine [c],ok
MAR09599,chloride [e] + cysteine [e] + 2.0 Na+ [e] --> chloride [c] + cysteine [c] + 2.0 Na+ [c],ok
MAR09600,chloride [e] + 2.0 Na+ [e] + serine [e] --> chloride [c] + 2.0 Na+ [c] + serine [c],ok
MAR09601,beta-alanine [e] + chloride [e] + 2.0 Na+ [e] --> beta-alanine [c] + chloride [c] + 2.0 Na+ [c],ok
MAR09602,beta-alanine [e] + 2.0 chloride [e] + 3.0 Na+ [e] --> beta-alanine [c] + 2.0 chloride [c] + 3.0 Na+ [c],ok
MAR09603,betaine [e] + 2.0 chloride [e] + 3.0 Na+ [e] --> betaine [c] + 2.0 chloride [c] + 3.0 Na+ [c],ok
MAR09604,4-aminobutyrate [e] + 2.0 chloride [e] + 3.0 Na+ [e] --> 4-aminobutyrate [c] + 2.0 chloride [c] + 3.0 Na+ [c],ok
MAR09605,alanine [e] + H+ [c] + Na+ [e] --> alanine [c] + H+ [e] + Na+ [c],ok
MAR09606,glycine [e] + H+ [c] + Na+ [e] --> glycine [c] + H+ [e] + Na+ [c],ok
MAR09607,2.0 Na+ [e] + pantothenate [e] --> 2.0 Na+ [c] + pantothenate [c],ok
MAR09608,lipoic acid [e] + 2.0 Na+ [e] --> lipoic acid [c] + 2.0 Na+ [c],MAM02394e;MAM02394c
MAR09609,biotin [e] + 2.0 Na+ [e] --> biotin [c] + 2.0 Na+ [c],ok
MAR09610,Na+ [e] + succinate [e] --> Na+ [c] + succinate [c],ok
MAR09611,H+ [e] + inositol [e] --> H+ [c] + inositol [c],ok
MAR09612,Na+ [e] + serotonin [e] --> Na+ [c] + serotonin [c],ok
MAR09613,4-aminobutyrate [e] + chloride [e] + 2.0 Na+ [e] --> 4-aminobutyrate [c] + chloride [c] + 2.0 Na+ [c],ok
MAR09614,dopamine [e] + Na+ [e] --> dopamine [c] + Na+ [c],ok
MAR09615,Na+ [e] + noradrenaline [e] --> Na+ [c] + noradrenaline [c],ok
MAR09616,chloride [e] + glycine [e] + Na+ [e] --> chloride [c] + glycine [c] + Na+ [c],ok
MAR09617,chloride [e] + Na+ [e] + proline [e] --> chloride [c] + Na+ [c] + proline [c],ok
MAR09618,1-methylnicotinamide [c] <=> 1-methylnicotinamide [e],ok
MAR09619,creatinine [e] + H+ [e] --> creatinine [c] + H+ [c],ok
MAR09620,chloride [e] + choline [e] + Na+ [e] --> chloride [c] + choline [c] + Na+ [c],ok
MAR09621,Na+ [e] + sulfotaurolithocholate [e] --> Na+ [c] + sulfotaurolithocholate [c],MAM02952e;MAM02952c
MAR09622,L-lactate [c] + urate [e] --> L-lactate [e] + urate [c],ok
MAR09623,AKG [c] + dehydroepiandrosterone sulfate [e] --> AKG [e] + dehydroepiandrosterone sulfate [c],ok
MAR09624,AKG [c] + estrone 3-sulfate [e] --> AKG [e] + estrone 3-sulfate [c],ok
MAR09635,gpi_sig [c] <=> gpi_sig [e],ok
MAR09636,L-iduronic acid [c] --> L-iduronic acid [e],ok
MAR09637,5-deoxyadenosine [c] <=> 5-deoxyadenosine [e],MAM01098c;MAM01098e
MAR09638,4-aminobutanal [c] <=> 4-aminobutanal [e],ok
MAR09639,alloxan [c] <=> alloxan [e],ok
MAR09640,LacCer pool [c] <=> LacCer pool [e],ok
MAR09641,sphingosine [c] <=> sphingosine [e],ok
MAR09642,ADP-ribose-2-phosphate [c] <=> ADP-ribose-2-phosphate [e],ok
MAR09643,G00040 [c] <=> G00040 [e],ok
MAR09644,G00079 [c] <=> G00079 [e],ok
MAR09645,G00082 [c] <=> G00082 [e],ok
MAR09646,G00083 [c] <=> G00083 [e],ok
MAR09647,V3(NeuAc)2-Gb5Cer [c] <=> V3(NeuAc)2-Gb5Cer [e],ok
MAR09648,n5m2masn [c] <=> n5m2masn [e],ok
MAR09649,coproporphyrin I [c] <=> coproporphyrin I [e],ok
MAR09650,coproporphyrin III [c] <=> coproporphyrin III [e],ok
MAR09651,G00086 [c] <=> G00086 [e],ok
MAR09652,homovanillate [c] --> homovanillate [e],ok
MAR09653,dgpi_prot heparan sulfate [c] <=> dgpi_prot heparan sulfate [e],ok
MAR09654,dem2emgacpail_prot heparan sulfate [c] <=> dem2emgacpail_prot heparan sulfate [e],ok
MAR09655,"glcnac-alpha-1,4-core 2 [c] <=> glcnac-alpha-1,4-core 2 [e]",ok
MAR09656,4-hydroxyretinoic acid [c] <=> 4-hydroxyretinoic acid [e],ok
MAR09657,3-deoxy-D-glycero-D-galacto-2-nonulosonic acid [c] <=> 3-deoxy-D-glycero-D-galacto-2-nonulosonic acid [e],ok
MAR09658,m3gacpail_prot heparan sulfate [c] <=> m3gacpail_prot heparan sulfate [e],ok
MAR09659,eumelanin [c] <=> eumelanin [e],ok
MAR09660,core 5 [c] <=> core 5 [e],ok
MAR09661,core 7 [c] <=> core 7 [e],ok
MAR09662,core 8 [c] <=> core 8 [e],ok
MAR09663,mem2emgacpail_prot heparan sulfate [c] <=> mem2emgacpail_prot heparan sulfate [e],ok
MAR09720,dolichol [c] --> dolichol [e],ok
MAR09728,glycogen [c] <=> glycogen [e],ok
MAR09731,glycophosphatidylinositol-(GPI)-anchored-protein-precursor [c] <=> glycophosphatidylinositol-(GPI)-anchored-protein-precursor [e],ok
MAR09737,aspartate [c] --> aspartate [e],ok
MAR08071,(S)-3-sulfolactate [c] --> (S)-3-sulfolactate [e],ok
MAR04312,D-glucitol [c] <=> D-glucitol [e],ok
MAR08428,creatine [c] --> creatine [m],ok
MAR08430,creatine-phosphate [m] --> creatine-phosphate [c],ok
MAR08022,AKG [c] + L-2-aminoadipate [m] <=> AKG [m] + L-2-aminoadipate [c],ok
MAR08070,(S)-3-sulfolactate [m] --> (S)-3-sulfolactate [c],ok
MAR09015,SAM [c] --> SAM [m],ok
MAR09019,CDP [c] --> CDP [m],ok
MAR09020,FAD [c] --> FAD [m],ok
MAR00157,butyryl-CoA [c] --> butyryl-CoA [m],ok
MAR00158,butyryl-CoA [m] + L-carnitine [c] <=> butyryl-CoA [c] + L-carnitine [m],ok
MAR00166,pentanoyl-CoA [c] <=> pentanoyl-CoA [m],ok
MAR00169,hexanoyl-CoA [c] <=> hexanoyl-CoA [m],ok
MAR00172,heptanoyl-CoA [c] <=> heptanoyl-CoA [m],ok
MAR00175,octanoyl-CoA [c] <=> octanoyl-CoA [m],ok
MAR00178,nonanoyl-CoA [c] <=> nonanoyl-CoA [m],ok
MAR00182,decanoyl-CoA [c] <=> decanoyl-CoA [m],ok
MAR00185,undecanoyl-CoA [c] <=> undecanoyl-CoA [m],ok
MAR00446,glycerol [c] <=> glycerol [m],ok
MAR00578,acyl-CoA pool [c] --> acyl-CoA pool [m],ok
MAR00587,CL pool [c] <=> CL pool [m],ok
MAR00962,5(S)-HPETE [c] <=> 5(S)-HPETE [m],ok
MAR01145,5-oxo-6-trans-LTB4 [c] <=> 5-oxo-6-trans-LTB4 [m],ok
MAR01173,"3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [c] <=> 3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [m]",ok
MAR01187,5-oxo-(6E)-12-epi-LTB4 [c] <=> 5-oxo-(6E)-12-epi-LTB4 [m],ok
MAR01215,"3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [c] <=> 3-oxo-10(S)-hydroxy-octadeca-(6E,8E,12Z)-trienoate [m]",ok
MAR01243,"20-COOH-10,11-dihydro-LTB4 [c] <=> 20-COOH-10,11-dihydro-LTB4 [m]",MAM00583m
MAR01267,"10,11-dihydro-LTB4-CoA [c] --> 10,11-dihydro-LTB4-CoA [m]",ok
MAR01284,"10,11-dihydro-12-epi-LTB4 [c] <=> 10,11-dihydro-12-epi-LTB4 [m]",ok
MAR01572,HMG-CoA [c] <=> HMG-CoA [m],ok
MAR01602,"5beta-cholestan-3alpha,7alpha,12alpha-triol [c] <=> 5beta-cholestan-3alpha,7alpha,12alpha-triol [m]",ok
MAR01915,cholesterol [c] <=> cholesterol [m],ok
MAR01925,cholesterol-STAR [c] <=> cholesterol-STAR [m],ok
MAR01930,isocaproic-aldehyde [m] --> isocaproic-aldehyde [c],ok
MAR01936,pregnenolone [c] <=> pregnenolone [m],ok
MAR01994,11-deoxycortisol [c] --> 11-deoxycortisol [m],ok
MAR01997,cortisol [c] <=> cortisol [m],ok
MAR02008,11-deoxycorticosterone [c] --> 11-deoxycorticosterone [m],ok
MAR02012,aldosterone [m] --> aldosterone [c],ok
MAR02065,"estrone-2,3-quinone [c] <=> estrone-2,3-quinone [m]",unblocked by dilution
MAR02080,"estrone-3,4-quinone [c] <=> estrone-3,4-quinone [m]",unblocked by dilution
MAR02094,"17beta-estradiol-3,4-quinone [c] + H+ [i] --> 17beta-estradiol-3,4-quinone [m] + H+ [m]",ok
MAR02105,"17beta-estradiol-2,3-quinone [c] <=> 17beta-estradiol-2,3-quinone [m]",unblocked by dilution
MAR02116,H+ [i] + vitamin D3 [c] --> H+ [m] + vitamin D3 [m],ok
MAR02127,calcitriol [c] <=> calcitriol [m],ok
MAR02141,calcitriol [m] + H+ [m] + NADPH [m] + O2 [m] --> calcitetrol [m] + H2O [m] + NADP+ [m],MAM01416m
MAR02590,L-carnitine [c] --> L-carnitine [m],ok
MAR03746,3-methyl-2-oxobutyrate [c] <=> 3-methyl-2-oxobutyrate [m],ok
MAR03762,2-methyl-3-oxopropanoate [c] <=> 2-methyl-3-oxopropanoate [m],ok
MAR03789,methylmalonate [c] <=> methylmalonate [m],ok
MAR03818,L-glutamate 5-semialdehyde [c] <=> L-glutamate 5-semialdehyde [m],ok
MAR03825,aspartate [m] + glutamate [c] + H+ [i] --> aspartate [c] + glutamate [m] + H+ [m],ok
MAR03863,3-sulfinoalanine [c] + aspartate [m] <=> 3-sulfinoalanine [m] + aspartate [c],ok
MAR03864,3-sulfinoalanine [m] + glutamate [c] + H+ [i] --> 3-sulfinoalanine [c] + glutamate [m] + H+ [m],ok
MAR03921,L-cystathionine [c] <=> L-cystathionine [m],always blocked
MAR03946,H2O2 [c] <=> H2O2 [m],ok
MAR03949,malate [m] + OAA [c] --> malate [c] + OAA [m],ok
MAR03950,"5,10-methylene-THF [c] <=> 5,10-methylene-THF [m]",ok
MAR03952,THF [c] <=> THF [m],ok
MAR03954,aminoacetone [m] --> aminoacetone [c],ok
MAR03971,fumarate [c] + Pi [m] --> fumarate [m] + Pi [c],ok
MAR04184,2.0 ferricytochrome C [m] + H2O [c] + sulfite [c] --> 2.0 ferrocytochrome C [m] + 2.0 H+ [c] + sulfate [c],MAM01824m;MAM01826m
MAR04205,H+ [i] + thiamin-PP [c] --> H+ [m] + thiamin-PP [m],ok
MAR04237,2-oxoadipate [c] + AKG [m] <=> 2-oxoadipate [m] + AKG [c],ok
MAR04266,nicotinamide D-ribonucleotide [c] <=> nicotinamide D-ribonucleotide [m],ok
MAR04367,3-phospho-D-glycerate [c] <=> 3-phospho-D-glycerate [m],ok
MAR04684,H+ [i] + phenylacetaldehyde [c] --> H+ [m] + phenylacetaldehyde [m],ok
MAR04692,4-aminobutyrate [c] <=> 4-aminobutyrate [m],ok
MAR04720,pantetheine [c] <=> pantetheine [m],ok
MAR04729,N-pantothenoylcysteine [c] <=> N-pantothenoylcysteine [m],ok
MAR04738,2-aminoadipate 6-semialdehyde [c] + L-2-aminoadipate [m] <=> 2-aminoadipate 6-semialdehyde [m] + L-2-aminoadipate [c],ok
MAR04743,5-aminolevulinate [c] <=> 5-aminolevulinate [m],ok
MAR04754,protoporphyrinogen IX [c] --> protoporphyrinogen IX [m],ok
MAR04756,protoporphyrin [c] <=> protoporphyrin [m],ok
MAR04760,heme [c] <=> heme [m],ok
MAR04843,GDP [c] + GTP [m] <=> GDP [m] + GTP [c],ok
MAR04850,dUMP [m] --> dUMP [c],ok
MAR04851,AKG [c] + succinate [m] <=> AKG [m] + succinate [c],ok
MAR04852,AKG [c] + malate [m] <=> AKG [m] + malate [c],ok
MAR04854,fumarate [c] + succinate [m] <=> fumarate [m] + succinate [c],ok
MAR04855,fumarate [c] + malate [m] <=> fumarate [m] + malate [c],ok
MAR04862,Pi [m] + succinate [c] --> Pi [c] + succinate [m],ok
MAR04863,succinate [c] + sulfate [m] <=> succinate [m] + sulfate [c],ok
MAR04864,succinate [c] + sulfite [m] <=> succinate [m] + sulfite [c],ok
MAR04865,malate [c] + Pi [m] --> malate [m] + Pi [c],ok
MAR04867,malate [c] + sulfate [m] <=> malate [m] + sulfate [c],ok
MAR04868,malate [c] + sulfite [m] <=> malate [m] + sulfite [c],ok
MAR04870,malonate [c] + Pi [m] --> malonate [m] + Pi [c],MAM02440c;MAM02440m
MAR04871,malonate [c] + sulfate [m] <=> malonate [m] + sulfate [c],MAM02440c;MAM02440m
MAR04872,malonate [c] + sulfite [m] <=> malonate [m] + sulfite [c],MAM02440c;MAM02440m
MAR04874,NH3 [c] <=> NH3 [m],ok
MAR04888,H2O [c] <=> H2O [m],ok
MAR04898,O2 [c] <=> O2 [m],ok
MAR04905,ATP [c] + Pi [m] --> ATP [m] + Pi [c],ok
MAR04914,CoA [c] <=> CoA [m],ok
MAR04922,CO2 [c] <=> CO2 [m],ok
MAR04926,H+ [c] + pyruvate [c] --> H+ [m] + pyruvate [m],ok
MAR04940,GSH [c] + Pi [m] --> GSH [m] + Pi [c],ok
MAR04944,formate [c] <=> formate [m],ok
MAR04951,urea [c] <=> urea [m],ok
MAR04953,beta-alanine [c] <=> beta-alanine [m],ok
MAR04959,putrescine [c] <=> putrescine [m],ok
MAR04963,glutamate [m] + proline [c] --> glutamate [c] + proline [m],ok
MAR04964,citrate [m] + H+ [m] + malate [c] --> citrate [c] + H+ [c] + malate [m],ok
MAR04971,citrate [m] + PEP [c] <=> citrate [c] + PEP [m],ok
MAR04972,citrate [c] + isocitrate [m] <=> citrate [m] + isocitrate [c],ok
MAR04957,citrate [m] --> citrate [c],ok
MAR04977,acetoacetate [c] + H+ [c] --> acetoacetate [m] + H+ [m],ok
MAR04979,thymine [c] --> thymine [m],ok
MAR04997,deoxyguanosine [c] --> deoxyguanosine [m],ok
MAR04998,dGMP [m] --> dGMP [c],ok
MAR05006,folate [c] --> folate [m],ok
MAR05014,dihydrothymine [m] --> dihydrothymine [c],ok
MAR05015,(R)-3-hydroxybutanoate [m] + H+ [i] --> (R)-3-hydroxybutanoate [c] + H+ [m],ok
MAR05016,(R)-3-hydroxybutanoate [c] + H+ [c] --> (R)-3-hydroxybutanoate [m] + H+ [m],ok
MAR05022,NH4+ [c] <=> NH4+ [m],ok
MAR05031,adenosine [c] <=> adenosine [m],ok
MAR05033,thymidine [c] <=> thymidine [m],ok
MAR05036,guanosine [m] --> guanosine [c],ok
MAR05043,H+ [i] + Pi [c] --> H+ [m] + Pi [m],ok
MAR05046,cholesterol [l] <=> cholesterol [m],ok
MAR05096,asparagine [c] --> asparagine [m],ok
MAR05099,H+ [i] + tyrosine [c] --> H+ [m] + tyrosine [m],ok
MAR05101,glutamine [c] + H+ [i] --> glutamine [m] + H+ [m],ok
MAR05102,glutamine [m] + H+ [i] --> glutamine [c] + H+ [m],ok
MAR05105,H+ [c] + ornithine [m] --> H+ [m] + ornithine [c],ok
MAR05107,H+ [i] + isoleucine [c] --> H+ [m] + isoleucine [m],ok
