reaction_id,reaction_equation,loop_test,dilution_test,dead_end_test,pathway,duplicate_test,kegg_group
MAR06179,HCO3- [c] + prostaglandin C2 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin C2 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06180,HCO3- [c] + prostaglandin C2 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin C2 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06181,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin D1 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin D1 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06182,HCO3- [c] + prostaglandin D1 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin D1 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06183,HCO3- [c] + prostaglandin D1 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin D1 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06184,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin D2 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin D2 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06185,HCO3- [c] + prostaglandin D2 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin D2 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06186,HCO3- [c] + prostaglandin D2 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin D2 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06187,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin D3 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin D3 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06188,HCO3- [c] + prostaglandin D3 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin D3 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06189,HCO3- [c] + prostaglandin D3 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin D3 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06190,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin E1 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin E1 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06191,HCO3- [c] + prostaglandin E1 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin E1 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06192,HCO3- [c] + prostaglandin E1 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin E1 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06193,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin E3 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin E3 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06194,HCO3- [c] + prostaglandin E3 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin E3 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06195,HCO3- [c] + prostaglandin E3 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin E3 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06196,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin F1alpha [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin F1alpha [c],bad,bad,ok,5,ok,Not in KEGG
MAR06197,HCO3- [c] + prostaglandin F1alpha [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin F1alpha [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06198,HCO3- [c] + prostaglandin F1alpha [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin F1alpha [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06199,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin F2alpha [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin F2alpha [c],bad,bad,ok,5,ok,Not in KEGG
MAR06200,HCO3- [c] + prostaglandin F2alpha [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin F2alpha [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06201,HCO3- [c] + prostaglandin F2alpha [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin F2alpha [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06202,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin F2beta [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin F2beta [c],bad,bad,ok,5,ok,Not in KEGG
MAR06203,HCO3- [c] + prostaglandin F2beta [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin F2beta [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06204,HCO3- [c] + prostaglandin F2beta [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin F2beta [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06205,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin G2 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin G2 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06206,HCO3- [c] + prostaglandin G2 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin G2 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06207,HCO3- [c] + prostaglandin G2 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin G2 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06208,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin H2 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin H2 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06209,HCO3- [c] + prostaglandin H2 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin H2 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06210,HCO3- [c] + prostaglandin H2 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin H2 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06211,glutathionyl-leukotriene C4 [c] + HCO3- [c] + prostaglandin I2 [e] <=> glutathionyl-leukotriene C4 [e] + HCO3- [e] + prostaglandin I2 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06212,HCO3- [c] + prostaglandin I2 [e] + S-glutathionyl-2-4-dinitrobenzene [c] <=> HCO3- [e] + prostaglandin I2 [c] + S-glutathionyl-2-4-dinitrobenzene [e],bad,bad,ok,5,ok,Not in KEGG
MAR06213,HCO3- [c] + prostaglandin I2 [e] + S-glutathionyl-ethacrynic acid [c] <=> HCO3- [e] + prostaglandin I2 [c] + S-glutathionyl-ethacrynic acid [e],bad,bad,ok,5,ok,Not in KEGG
MAR06214,GSH [c] + HCO3- [c] + noradrenaline [e] <=> GSH [e] + HCO3- [e] + noradrenaline [c],bad,ok,ok,0,ok,Not in KEGG
MAR06215,GSH [c] + HCO3- [c] + serotonin [e] <=> GSH [e] + HCO3- [e] + serotonin [c],bad,ok,ok,0,ok,Not in KEGG
MAR06216,acetylcholine [e] + GSH [c] + HCO3- [c] <=> acetylcholine [c] + GSH [e] + HCO3- [e],bad,ok,ok,0,ok,Not in KEGG
MAR06217,dopamine [e] + GSH [c] + HCO3- [c] <=> dopamine [c] + GSH [e] + HCO3- [e],bad,ok,ok,0,ok,Not in KEGG
MAR06218,arachidonate [e] + GSH [c] + HCO3- [c] <=> arachidonate [c] + GSH [e] + HCO3- [e],bad,ok,ok,0,ok,Not in KEGG
MAR06219,GSH [c] + HCO3- [c] + LTD4 [e] <=> GSH [e] + HCO3- [e] + LTD4 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06220,20-hydroxy-arachidonate [c] + GSH [e] + HCO3- [e] <=> 20-hydroxy-arachidonate [e] + GSH [c] + HCO3- [c],bad,ok,ok,0,ok,Not in KEGG
MAR06221,GSH [c] + HCO3- [c] + leukotriene A4 [e] <=> GSH [e] + HCO3- [e] + leukotriene A4 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06222,GSH [c] + HCO3- [c] + leukotriene B4 [e] <=> GSH [e] + HCO3- [e] + leukotriene B4 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06223,GSH [c] + HCO3- [c] + leukotriene F4 [e] <=> GSH [e] + HCO3- [e] + leukotriene F4 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06224,GSH [c] + HCO3- [c] + prostaglandin A1 [e] <=> GSH [e] + HCO3- [e] + prostaglandin A1 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06225,GSH [c] + HCO3- [c] + prostaglandin A2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin A2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06226,GSH [c] + HCO3- [c] + prostaglandin B1 [e] <=> GSH [e] + HCO3- [e] + prostaglandin B1 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06227,GSH [c] + HCO3- [c] + prostaglandin B2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin B2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06228,GSH [c] + HCO3- [c] + prostaglandin C1 [e] <=> GSH [e] + HCO3- [e] + prostaglandin C1 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06229,GSH [c] + HCO3- [c] + prostaglandin C2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin C2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06230,GSH [c] + HCO3- [c] + prostaglandin D1 [e] <=> GSH [e] + HCO3- [e] + prostaglandin D1 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06231,GSH [c] + HCO3- [c] + prostaglandin D2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin D2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06232,GSH [c] + HCO3- [c] + prostaglandin D3 [e] <=> GSH [e] + HCO3- [e] + prostaglandin D3 [c],bad,bad,ok,5,ok,Not in KEGG
MAR06233,GSH [c] + HCO3- [c] + prostaglandin E1 [e] <=> GSH [e] + HCO3- [e] + prostaglandin E1 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06234,GSH [c] + HCO3- [c] + prostaglandin E3 [e] <=> GSH [e] + HCO3- [e] + prostaglandin E3 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06235,GSH [c] + HCO3- [c] + prostaglandin F1alpha [e] <=> GSH [e] + HCO3- [e] + prostaglandin F1alpha [c],bad,ok,ok,0,ok,Not in KEGG
MAR06236,GSH [c] + HCO3- [c] + prostaglandin F2alpha [e] <=> GSH [e] + HCO3- [e] + prostaglandin F2alpha [c],bad,ok,ok,0,ok,Not in KEGG
MAR06237,GSH [c] + HCO3- [c] + prostaglandin F2beta [e] <=> GSH [e] + HCO3- [e] + prostaglandin F2beta [c],bad,bad,ok,5,ok,Not in KEGG
MAR06238,GSH [c] + HCO3- [c] + prostaglandin G2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin G2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06239,GSH [c] + HCO3- [c] + prostaglandin H2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin H2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06240,GSH [c] + HCO3- [c] + prostaglandin I2 [e] <=> GSH [e] + HCO3- [e] + prostaglandin I2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06241,noradrenaline [c] <=> noradrenaline [e],bad,ok,ok,0,ok,Not in KEGG
MAR06242,2.0 Na+ [e] + noradrenaline [e] --> 2.0 Na+ [c] + noradrenaline [c],bad,ok,ok,0,bad,Not in KEGG
MAR06243,serotonin [c] <=> serotonin [e],bad,ok,ok,0,ok,Not in KEGG
MAR06244,2.0 K+ [c] + 2.0 Na+ [e] + serotonin [e] --> 2.0 K+ [e] + 2.0 Na+ [c] + serotonin [c],bad,ok,ok,0,ok,Not in KEGG
MAR06245,acetylcholine [c] <=> acetylcholine [e],bad,ok,ok,0,ok,Not in KEGG
MAR06246,prostaglandin E2 [e] --> prostaglandin E2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06247,prostaglandin F2alpha [e] --> prostaglandin F2alpha [c],bad,ok,ok,0,ok,Not in KEGG
MAR06248,estrone 3-sulfate [e] --> estrone 3-sulfate [c],bad,ok,ok,0,ok,Not in KEGG
MAR06249,dehydroepiandrosterone sulfate [e] --> dehydroepiandrosterone sulfate [c],bad,ok,ok,0,ok,Not in KEGG
MAR06250,bilirubin-bisglucuronoside [c] <=> bilirubin-bisglucuronoside [e],bad,ok,ok,0,ok,Not in KEGG
MAR06251,LTD4 [c] <=> LTD4 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06252,20-hydroxy-arachidonate [c] <=> 20-hydroxy-arachidonate [e],bad,ok,ok,0,ok,Not in KEGG
MAR06253,thromboxane B2 [c] <=> thromboxane B2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06254,leukotriene A4 [c] <=> leukotriene A4 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06255,leukotriene B4 [c] <=> leukotriene B4 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06256,leukotriene F4 [c] <=> leukotriene F4 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06257,reverse triiodthyronine [c] <=> reverse triiodthyronine [e],bad,bad,ok,5,ok,Not in KEGG
MAR06258,bilirubin-monoglucuronoside [c] <=> bilirubin-monoglucuronoside [e],bad,ok,ok,0,ok,Not in KEGG
MAR06259,prostaglandin A1 [c] <=> prostaglandin A1 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06260,prostaglandin A2 [c] <=> prostaglandin A2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06261,prostaglandin B1 [c] <=> prostaglandin B1 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06262,prostaglandin B2 [c] <=> prostaglandin B2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06263,prostaglandin C1 [c] <=> prostaglandin C1 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06264,prostaglandin C2 [c] <=> prostaglandin C2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06265,prostaglandin D1 [c] <=> prostaglandin D1 [e],bad,bad,ok,5,ok,Not in KEGG
MAR06266,prostaglandin D2 [e] --> prostaglandin D2 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06267,prostaglandin D3 [c] <=> prostaglandin D3 [e],bad,bad,ok,5,ok,Not in KEGG
MAR06268,prostaglandin E1 [e] --> prostaglandin E1 [c],bad,ok,ok,0,ok,Not in KEGG
MAR06269,prostaglandin E3 [c] <=> prostaglandin E3 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06270,prostaglandin F1alpha [c] <=> prostaglandin F1alpha [e],bad,ok,ok,0,ok,Not in KEGG
MAR06271,prostaglandin F2beta [c] <=> prostaglandin F2beta [e],bad,bad,ok,5,ok,Not in KEGG
MAR06272,prostaglandin G2 [c] <=> prostaglandin G2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06273,prostaglandin H2 [c] <=> prostaglandin H2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06274,prostaglandin I2 [c] <=> prostaglandin I2 [e],bad,ok,ok,0,ok,Not in KEGG
MAR06275,ascorbate [e] + 2.0 Na+ [e] --> ascorbate [c] + 2.0 Na+ [c],bad,bad,ok,3,bad,Not in KEGG
MAR06351,Na+ [e] + uridine [e] --> Na+ [c] + uridine [c],bad,ok,ok,0,bad,Not in KEGG
MAR06352,deoxyuridine [e] + Na+ [e] --> deoxyuridine [c] + Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06353,inosine [e] + Na+ [e] --> inosine [c] + Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06354,deoxyinosine [e] + Na+ [e] --> deoxyinosine [c] + Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06355,adenosine [e] + 2.0 Na+ [e] --> adenosine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06356,2.0 Na+ [e] + thymidine [e] --> 2.0 Na+ [c] + thymidine [c],bad,ok,ok,0,bad,Not in KEGG
MAR06357,inosine [e] + 2.0 Na+ [e] --> inosine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06358,2.0 Na+ [e] + uridine [e] --> 2.0 Na+ [c] + uridine [c],bad,ok,ok,0,bad,Not in KEGG
MAR06359,deoxyguanosine [e] + 2.0 Na+ [e] --> deoxyguanosine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06360,guanosine [e] + 2.0 Na+ [e] --> guanosine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06361,cytidine [e] + 2.0 Na+ [e] --> cytidine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06362,deoxyuridine [e] + 2.0 Na+ [e] --> deoxyuridine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06363,deoxyadenosine [e] + 2.0 Na+ [e] --> deoxyadenosine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06364,deoxycytidine [e] + 2.0 Na+ [e] --> deoxycytidine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06365,deoxyinosine [e] + 2.0 Na+ [e] --> deoxyinosine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06366,deoxyguanosine [c] <=> deoxyguanosine [e],bad,ok,ok,0,ok,Not in KEGG
MAR06367,deoxyadenosine [c] <=> deoxyadenosine [e],bad,ok,ok,0,ok,Not in KEGG
MAR06368,deoxycytidine [c] <=> deoxycytidine [e],bad,ok,ok,0,ok,Not in KEGG
MAR06369,deoxyinosine [c] --> deoxyinosine [e],bad,ok,ok,0,ok,Not in KEGG
MAR06370,zinc [c] --> zinc [e],bad,bad,ok,326,ok,Not in KEGG
MAR06371,glycine [e] + H+ [e] --> glycine [c] + H+ [c],bad,ok,ok,0,ok,Not in KEGG
MAR06372,alanine [e] + H+ [e] --> alanine [c] + H+ [c],bad,ok,ok,0,ok,Not in KEGG
MAR06373,H+ [e] + proline [e] --> H+ [c] + proline [c],bad,ok,ok,0,ok,Not in KEGG
MAR06374,H+ [e] + serine [e] --> H+ [c] + serine [c],bad,ok,ok,0,ok,Not in KEGG
MAR06375,Na+ [e] + serine [e] --> Na+ [c] + serine [c],bad,ok,ok,0,ok,Not in KEGG
MAR06377,cysteine [e] + Na+ [e] --> cysteine [c] + Na+ [c],bad,ok,ok,0,ok,Not in KEGG
MAR06379,homoserine [e] + Na+ [e] --> homoserine [c] + Na+ [c],bad,bad,ok,62,ok,Not in KEGG
MAR06380,glutamine [e] + H+ [c] + Na+ [e] --> glutamine [c] + H+ [e] + Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06381,H+ [c] + Na+ [e] + serine [e] --> H+ [e] + Na+ [c] + serine [c],bad,ok,ok,0,bad,Not in KEGG
MAR06382,asparagine [e] + H+ [c] + Na+ [e] --> asparagine [c] + H+ [e] + Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06383,H+ [c] + homoserine [e] + Na+ [e] --> H+ [e] + homoserine [c] + Na+ [c],bad,bad,ok,62,ok,Not in KEGG
MAR06384,H+ [c] + histidine [e] + Na+ [e] --> H+ [e] + histidine [c] + Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06392,ATP [c] + H2O [c] + sulfotaurolithocholate [c] --> ADP [c] + H+ [c] + Pi [c] + sulfotaurolithocholate [e],ok,bad,ok,5,ok,Not in KEGG
MAR06406,ATP [c] + H2O [c] + lipoic acid [e] + 2.0 Na+ [e] --> ADP [c] + H+ [c] + lipoic acid [c] + 2.0 Na+ [c] + Pi [c],ok,bad,ok,3,bad,Not in KEGG
MAR06424,alpha-tocotrienol [c] <=> alpha-tocotrienol [e],ok,ok,ok,0,ok,Not in KEGG
MAR06439,gamma-tocotrienol [e] --> gamma-tocotrienol [c],ok,ok,ok,0,ok,Not in KEGG
MAR06462,gamma-tocopherol [c] <=> gamma-tocopherol [e],ok,ok,ok,0,ok,Not in KEGG
MAR06474,alpha-tocopherol [c] <=> alpha-tocopherol [e],ok,ok,ok,0,ok,Not in KEGG
MAR06505,riboflavin [c] <=> riboflavin [e],ok,ok,ok,0,ok,Not in KEGG
MAR06512,FAD [c] <=> FAD [e],ok,ok,ok,0,ok,Lipids
MAR06512,FAD [c] <=> FAD [e],ok,ok,ok,0,ok,Carbohydrates
MAR06514,thiocyanate [c] <=> thiocyanate [e],ok,ok,ok,0,ok,Not in KEGG
MAR06516,hydrogen-cyanide [c] <=> hydrogen-cyanide [e],ok,ok,ok,0,ok,Not in KEGG
MAR06524,chloride [e] + Na+ [e] --> chloride [c] + Na+ [c],bad,ok,ok,0,ok,Not in KEGG
MAR06525,chloride [e] + HCO3- [c] --> chloride [c] + HCO3- [e],bad,ok,ok,0,bad,Not in KEGG
MAR06526,2.0 chloride [e] + Na+ [e] + NH4+ [e] --> 2.0 chloride [c] + Na+ [c] + NH4+ [c],bad,ok,ok,0,ok,Not in KEGG
MAR06527,chloride [e] + NH4+ [e] --> chloride [c] + NH4+ [c],bad,ok,ok,0,ok,Not in KEGG
MAR06529,chloride [e] + 2.0 formate [c] --> chloride [c] + 2.0 formate [e],bad,ok,ok,0,bad,Not in KEGG
MAR06530,chloride [e] + 2.0 sulfate [c] --> chloride [c] + 2.0 sulfate [e],bad,ok,ok,0,ok,Not in KEGG
MAR06531,2.0 chloride [e] + oxalate [c] --> 2.0 chloride [c] + oxalate [e],bad,ok,ok,0,ok,Not in KEGG
MAR06532,2.0 chloride [e] + HCO3- [c] --> 2.0 chloride [c] + HCO3- [e],bad,ok,ok,0,bad,Not in KEGG
MAR06533,2.0 chloride [e] + hydroxide [c] --> 2.0 chloride [c] + hydroxide [e],bad,ok,ok,0,ok,Not in KEGG
MAR06534,chloride [e] + 2.0 HCO3- [c] --> chloride [c] + 2.0 HCO3- [e],bad,ok,ok,0,bad,Not in KEGG
MAR06628,retinol [e] --> retinol [c],ok,ok,ok,0,ok,Not in KEGG
MAR06732,dopamine [c] <=> dopamine [e],bad,ok,ok,0,ok,Not in KEGG
MAR06733,dopamine [e] + 2.0 Na+ [e] --> dopamine [c] + 2.0 Na+ [c],bad,ok,ok,0,bad,Not in KEGG
MAR06989,iodide [e] + Na+ [e] --> iodide [c] + Na+ [c],bad,bad,ok,5,bad,Not in KEGG
MAR06991,nitrite [c] <=> nitrite [e],bad,bad,ok,25,ok,Not in KEGG
MAR07109,benzo[a]pyrene [e] --> benzo[a]pyrene [c],ok,bad,ok,7,ok,Not in KEGG
MAR07111,naphthalene [e] --> naphthalene [c],ok,ok,ok,0,ok,Not in KEGG
MAR07113,aflatoxin B1 [e] --> aflatoxin B1 [c],ok,ok,ok,0,ok,Not in KEGG
MAR07115,trichloroethene [e] --> trichloroethene [c],ok,bad,ok,7,ok,Not in KEGG
MAR07117,bromobenzene [e] --> bromobenzene [c],ok,bad,ok,7,ok,Not in KEGG
MAR07119,"7,12-dimethylbenz[a]anthracene [e] --> 7,12-dimethylbenz[a]anthracene [c]",ok,bad,ok,7,ok,Not in KEGG
MAR07121,4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone [e] --> 4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone [c],ok,ok,ok,0,ok,Not in KEGG
MAR07123,1-nitronaphthalene [e] --> 1-nitronaphthalene [c],ok,bad,ok,7,ok,Not in KEGG
MAR07125,"1,1-dichloroethylene [e] --> 1,1-dichloroethylene [c]",ok,bad,ok,7,ok,Not in KEGG
MAR07127,"1,2-dibromoethane [e] --> 1,2-dibromoethane [c]",ok,bad,ok,7,ok,Not in KEGG
MAR07173,disialyl-T antigen [c] <=> disialyl-T antigen [e],ok,ok,ok,0,ok,Not in KEGG
MAR07184,sialyl-Tn antigen [c] <=> sialyl-Tn antigen [e],ok,ok,ok,0,ok,Not in KEGG
MAR07223,heparan sulfate proteoglycan [g] --> heparan sulfate proteoglycan [e],ok,ok,ok,0,ok,Not in KEGG
MAR07253,xylitol [c] <=> xylitol [e],ok,ok,ok,0,ok,Not in KEGG
MAR07372,keratan sulfate I [g] --> keratan sulfate I [e],ok,ok,ok,0,ok,Not in KEGG
MAR07453,keratan sulfate II (core 2-linked) [g] --> keratan sulfate II (core 2-linked) [e],ok,ok,ok,0,ok,Not in KEGG
MAR07482,keratan sulfate II (core 4-linked) [g] --> keratan sulfate II (core 4-linked) [e],ok,ok,ok,0,ok,Not in KEGG
MAR07499,chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan [g] --> chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan [e],ok,ok,ok,0,ok,Not in KEGG
MAR07511,chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan [g] --> chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan [e],ok,ok,ok,0,ok,Not in KEGG
MAR07523,chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan [g] --> chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan [e],ok,ok,ok,0,ok,Not in KEGG
MAR07539,chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan [g] --> chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan [e],ok,ok,ok,0,ok,Not in KEGG
MAR07555,"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan [g] --> chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan [e]",ok,ok,ok,0,ok,Not in KEGG
MAR07568,"UDP-glucuronate [c] + UDP-N-acetylglucosamine [c] --> 2.0 H+ [c] + hyaluronan biosynthesis, precursor 1 [e] + 2.0 UDP [c]",ok,ok,ok,0,ok,Not in KEGG
MAR07569,"hyaluronan biosynthesis, precursor 1 [e] + UDP-glucuronate [c] + UDP-N-acetylglucosamine [c] --> 2.0 H+ [c] + hyaluronate [e] + 2.0 UDP [c]",ok,ok,ok,0,ok,Not in KEGG
MAR07579,PA6 [g] --> PA6 [e],ok,ok,ok,0,ok,Not in KEGG
MAR07583,n2m2nmasn [g] <=> n2m2nmasn [e],ok,ok,ok,0,ok,Not in KEGG
